from,to,const,,,,,,,,,,,,
% Hybrid vehicles (GWh / thousand cars),,,,,,,,,,,,,,
ffIAIL,JD04,0.000001124,,,,,,,,,,,,
ffIAIL,JD05,0.000001124,,,,,,,,,,,,
ffIAMN,JD05,0.000002248,,,,,,,,,,,,
ffIAMO,JD05,0.000001124,,,,,,,,,,,,
ffIAMO,JD10,0.000001124,,,,,,,,,,,,
ffIANE,JD05,0.000001124,,,,,,,,,,,,
ffIASD,JD05,0.000002248,,,,,,,,,,,,
ffIAWI,JD04,0.000001124,,,,,,,,,,,,
ffIAWI,JD05,0.000001124,,,,,,,,,,,,
ffIDMT,JD11,0.000002248,,,,,,,,,,,,
ffIDOR,JD11,0.000002248,,,,,,,,,,,,
ffIDUT,JD11,0.000002248,,,,,,,,,,,,
ffIDWA,JD11,0.000002248,,,,,,,,,,,,
ffIDWY,JD11,0.000001124,,,,,,,,,,,,
ffIDWY,JD12,0.000001124,,,,,,,,,,,,
ffILIN,JD01,0.000001124,,,,,,,,,,,,
ffILIN,JD04,0.000001124,,,,,,,,,,,,
ffILKY,JD01,0.000001124,,,,,,,,,,,,
ffILKY,JD04,0.000001124,,,,,,,,,,,,
ffILMA,JD04,0.000001124,,,,,,,,,,,,
ffILMA,JD07,0.000001124,,,,,,,,,,,,
ffILMD,JD01,0.000001124,,,,,,,,,,,,
ffILMD,JD04,0.000001124,,,,,,,,,,,,
ffILMI,JD01,0.000001124,,,,,,,,,,,,
ffILMI,JD04,0.000001124,,,,,,,,,,,,
ffILMN,JD04,0.000001124,,,,,,,,,,,,
ffILMN,JD05,0.000001124,,,,,,,,,,,,
ffILMO,JD04,0.000001124,,,,,,,,,,,,
ffILMO,JD10,0.000001124,,,,,,,,,,,,
ffILNC,JD04,0.000001124,,,,,,,,,,,,
ffILNC,JD09,0.000001124,,,,,,,,,,,,
ffILNV,JD04,0.000001124,,,,,,,,,,,,
ffILNV,JD11,0.000001124,,,,,,,,,,,,
ffILNY,JD04,0.000001124,,,,,,,,,,,,
ffILNY,JD06,0.000001124,,,,,,,,,,,,
ffILOR,JD04,0.000001124,,,,,,,,,,,,
ffILOR,JD11,0.000001124,,,,,,,,,,,,
ffILPA,JD03,0.000001124,,,,,,,,,,,,
ffILPA,JD04,0.000001124,,,,,,,,,,,,
ffILTX,JD02,0.000001124,,,,,,,,,,,,
ffILTX,JD04,0.000001124,,,,,,,,,,,,
ffILUT,JD04,0.000001124,,,,,,,,,,,,
ffILUT,JD11,0.000001124,,,,,,,,,,,,
ffILWA,JD04,0.000001124,,,,,,,,,,,,
ffILWA,JD11,0.000001124,,,,,,,,,,,,
ffILWI,JD04,0.000002248,,,,,,,,,,,,
ffINKY,JD01,0.000002248,,,,,,,,,,,,
ffINMI,JD01,0.000002248,,,,,,,,,,,,
ffINOH,JD01,0.000002248,,,,,,,,,,,,
ffKSMO,JD10,0.000002248,,,,,,,,,,,,
ffKSNE,JD05,0.000001124,,,,,,,,,,,,
ffKSNE,JD10,0.000001124,,,,,,,,,,,,
ffKSOK,JD10,0.000002248,,,,,,,,,,,,
ffKYOH,JD01,0.000002248,,,,,,,,,,,,
ffKYTN,JD01,0.000001124,,,,,,,,,,,,
ffKYTN,JD09,0.000001124,,,,,,,,,,,,
ffKYWV,JD01,0.000002248,,,,,,,,,,,,
ffLAMS,JD09,0.000001124,,,,,,,,,,,,
ffLAMS,JD10,0.000001124,,,,,,,,,,,,
ffLATX,JD02,0.000001124,,,,,,,,,,,,
ffLATX,JD10,0.000001124,,,,,,,,,,,,
ffMAMD,JD01,0.000001124,,,,,,,,,,,,
ffMAMD,JD07,0.000001124,,,,,,,,,,,,
ffMAMI,JD01,0.000001124,,,,,,,,,,,,
ffMAMI,JD07,0.000001124,,,,,,,,,,,,
ffMAMN,JD05,0.000001124,,,,,,,,,,,,
ffMAMN,JD07,0.000001124,,,,,,,,,,,,
ffMANC,JD07,0.000001124,,,,,,,,,,,,
ffMANC,JD09,0.000001124,,,,,,,,,,,,
ffMANH,JD07,0.000002248,,,,,,,,,,,,
ffMANV,JD07,0.000001124,,,,,,,,,,,,
ffMANV,JD11,0.000001124,,,,,,,,,,,,
ffMANY,JD06,0.000001124,,,,,,,,,,,,
ffMANY,JD07,0.000001124,,,,,,,,,,,,
ffMAOR,JD07,0.000001124,,,,,,,,,,,,
ffMAOR,JD11,0.000001124,,,,,,,,,,,,
ffMAPA,JD03,0.000001124,,,,,,,,,,,,
ffMAPA,JD07,0.000001124,,,,,,,,,,,,
ffMATX,JD02,0.000001124,,,,,,,,,,,,
ffMATX,JD07,0.000001124,,,,,,,,,,,,
ffMAUT,JD07,0.000001124,,,,,,,,,,,,
ffMAUT,JD11,0.000001124,,,,,,,,,,,,
ffMAVT,JD07,0.000002248,,,,,,,,,,,,
ffMAWA,JD07,0.000001124,,,,,,,,,,,,
ffMAWA,JD11,0.000001124,,,,,,,,,,,,
ffMDMI,JD01,0.000001124,,,,,,,,,,,,
ffMDMN,JD01,0.000001124,,,,,,,,,,,,
ffMDMN,JD05,0.000001124,,,,,,,,,,,,
ffMDNC,JD01,0.000001124,,,,,,,,,,,,
ffMDNC,JD09,0.000001124,,,,,,,,,,,,
ffMDNV,JD01,0.000001124,,,,,,,,,,,,
ffMDNV,JD11,0.000001124,,,,,,,,,,,,
ffMDNY,JD01,0.000001124,,,,,,,,,,,,
ffMDNY,JD06,0.000001124,,,,,,,,,,,,
ffMDOR,JD01,0.000001124,,,,,,,,,,,,
ffMDOR,JD11,0.000001124,,,,,,,,,,,,
ffMDPA,JD01,0.000001124,,,,,,,,,,,,
ffMDPA,JD03,0.000001124,,,,,,,,,,,,
ffMDTX,JD01,0.000001124,,,,,,,,,,,,
ffMDTX,JD02,0.000001124,,,,,,,,,,,,
ffMDUT,JD01,0.000001124,,,,,,,,,,,,
ffMDUT,JD11,0.000001124,,,,,,,,,,,,
ffMDVA,JD01,0.000001124,,,,,,,,,,,,
ffMDVA,JD09,0.000001124,,,,,,,,,,,,
ffMDWA,JD01,0.000001124,,,,,,,,,,,,
ffMDWA,JD11,0.000001124,,,,,,,,,,,,
ffMDWV,JD01,0.000001124,,,,,,,,,,,,
ffMENH,JD07,0.000002248,,,,,,,,,,,,
ffMIMN,JD01,0.000001124,,,,,,,,,,,,
ffMIMN,JD05,0.000001124,,,,,,,,,,,,
ffMINC,JD01,0.000001124,,,,,,,,,,,,
ffMINC,JD09,0.000001124,,,,,,,,,,,,
ffMINV,JD01,0.000001124,,,,,,,,,,,,
ffMINV,JD11,0.000001124,,,,,,,,,,,,
ffMINY,JD01,0.000001124,,,,,,,,,,,,
ffMINY,JD06,0.000001124,,,,,,,,,,,,
ffMIOH,JD01,0.000002248,,,,,,,,,,,,
ffMIOR,JD01,0.000001124,,,,,,,,,,,,
ffMIOR,JD11,0.000001124,,,,,,,,,,,,
ffMIPA,JD01,0.000001124,,,,,,,,,,,,
ffMIPA,JD03,0.000001124,,,,,,,,,,,,
ffMITX,JD01,0.000001124,,,,,,,,,,,,
ffMITX,JD02,0.000001124,,,,,,,,,,,,
ffMIUT,JD01,0.000001124,,,,,,,,,,,,
ffMIUT,JD11,0.000001124,,,,,,,,,,,,
ffMIWA,JD01,0.000001124,,,,,,,,,,,,
ffMIWA,JD11,0.000001124,,,,,,,,,,,,
ffMIWI,JD01,0.000001124,,,,,,,,,,,,
ffMIWI,JD04,0.000001124,,,,,,,,,,,,
ffMNNC,JD05,0.000001124,,,,,,,,,,,,
ffMNNC,JD09,0.000001124,,,,,,,,,,,,
ffMNND,JD05,0.000002248,,,,,,,,,,,,
ffMNNV,JD05,0.000001124,,,,,,,,,,,,
ffMNNV,JD11,0.000001124,,,,,,,,,,,,
ffMNNY,JD05,0.000001124,,,,,,,,,,,,
ffMNNY,JD06,0.000001124,,,,,,,,,,,,
ffMNOR,JD05,0.000001124,,,,,,,,,,,,
ffMNOR,JD11,0.000001124,,,,,,,,,,,,
ffMNPA,JD03,0.000001124,,,,,,,,,,,,
ffMNPA,JD05,0.000001124,,,,,,,,,,,,
ffMNSD,JD05,0.000002248,,,,,,,,,,,,
ffMNTX,JD02,0.000001124,,,,,,,,,,,,
ffMNTX,JD05,0.000001124,,,,,,,,,,,,
ffMNUT,JD05,0.000001124,,,,,,,,,,,,
ffMNUT,JD11,0.000001124,,,,,,,,,,,,
ffMNWA,JD05,0.000001124,,,,,,,,,,,,
ffMNWA,JD11,0.000001124,,,,,,,,,,,,
ffMNWI,JD04,0.000001124,,,,,,,,,,,,
ffMNWI,JD05,0.000001124,,,,,,,,,,,,
ffMOOK,JD10,0.000002248,,,,,,,,,,,,
ffMOTN,JD09,0.000001124,,,,,,,,,,,,
ffMOTN,JD10,0.000001124,,,,,,,,,,,,
ffMSTN,JD09,0.000002248,,,,,,,,,,,,
ffMTND,JD05,0.000001124,,,,,,,,,,,,
ffMTND,JD11,0.000001124,,,,,,,,,,,,
ffMTWY,JD11,0.000001124,,,,,,,,,,,,
ffMTWY,JD12,0.000001124,,,,,,,,,,,,
ffNCNV,JD09,0.000001124,,,,,,,,,,,,
ffNCNV,JD11,0.000001124,,,,,,,,,,,,
ffNCNY,JD06,0.000001124,,,,,,,,,,,,
ffNCNY,JD09,0.000001124,,,,,,,,,,,,
ffNCOR,JD09,0.000001124,,,,,,,,,,,,
ffNCOR,JD11,0.000001124,,,,,,,,,,,,
ffNCPA,JD03,0.000001124,,,,,,,,,,,,
ffNCPA,JD09,0.000001124,,,,,,,,,,,,
ffNCSC,JD09,0.000002248,,,,,,,,,,,,
ffNCTN,JD09,0.000002248,,,,,,,,,,,,
ffNCTX,JD02,0.000001124,,,,,,,,,,,,
ffNCTX,JD09,0.000001124,,,,,,,,,,,,
ffNCUT,JD09,0.000001124,,,,,,,,,,,,
ffNCUT,JD11,0.000001124,,,,,,,,,,,,
ffNCVA,JD09,0.000002248,,,,,,,,,,,,
ffNCWA,JD09,0.000001124,,,,,,,,,,,,
ffNCWA,JD11,0.000001124,,,,,,,,,,,,
ffNDSD,JD05,0.000002248,,,,,,,,,,,,
ffNESD,JD05,0.000001124,,,,,,,,,,,,
ffNEWY,JD05,0.000001124,,,,,,,,,,,,
ffNEWY,JD12,0.000001124,,,,,,,,,,,,
ffNHVT,JD07,0.000002248,,,,,,,,,,,,
ffNJNY,JD03,0.000001124,,,,,,,,,,,,
ffNJNY,JD06,0.000001124,,,,,,,,,,,,
ffNJPA,JD03,0.000002248,,,,,,,,,,,,
ffNMTX,JD02,0.000001124,,,,,,,,,,,,
ffNMTX,JD12,0.000001124,,,,,,,,,,,,
ffNVNY,JD06,0.000001124,,,,,,,,,,,,
ffNVNY,JD11,0.000001124,,,,,,,,,,,,
ffNVOR,JD11,0.000002248,,,,,,,,,,,,
ffNVPA,JD03,0.000001124,,,,,,,,,,,,
ffNVPA,JD11,0.000001124,,,,,,,,,,,,
ffNVTX,JD02,0.000001124,,,,,,,,,,,,
ffNVTX,JD11,0.000001124,,,,,,,,,,,,
ffNVUT,JD11,0.000002248,,,,,,,,,,,,
ffNVWA,JD11,0.000002248,,,,,,,,,,,,
ffNYOR,JD06,0.000001124,,,,,,,,,,,,
ffNYOR,JD11,0.000001124,,,,,,,,,,,,
ffNYPA,JD03,0.000001124,,,,,,,,,,,,
ffNYPA,JD06,0.000001124,,,,,,,,,,,,
ffNYTX,JD02,0.000001124,,,,,,,,,,,,
ffNYTX,JD06,0.000001124,,,,,,,,,,,,
ffNYUT,JD06,0.000001124,,,,,,,,,,,,
ffNYUT,JD11,0.000001124,,,,,,,,,,,,
ffNYVT,JD06,0.000001124,,,,,,,,,,,,
ffNYVT,JD07,0.000001124,,,,,,,,,,,,
ffNYWA,JD06,0.000001124,,,,,,,,,,,,
ffNYWA,JD11,0.000001124,,,,,,,,,,,,
ffOHPA,JD01,0.000001124,,,,,,,,,,,,
ffOHPA,JD03,0.000001124,,,,,,,,,,,,
ffOHWV,JD01,0.000002248,,,,,,,,,,,,
ffOKTX,JD02,0.000001124,,,,,,,,,,,,
ffOKTX,JD10,0.000001124,,,,,,,,,,,,
ffORPA,JD03,0.000001124,,,,,,,,,,,,
ffORPA,JD11,0.000001124,,,,,,,,,,,,
ffORTX,JD02,0.000001124,,,,,,,,,,,,
ffORTX,JD11,0.000001124,,,,,,,,,,,,
ffORUT,JD11,0.000002248,,,,,,,,,,,,
ffORWA,JD11,0.000002248,,,,,,,,,,,,
ffPATX,JD02,0.000001124,,,,,,,,,,,,
ffPATX,JD03,0.000001124,,,,,,,,,,,,
ffPAUT,JD03,0.000001124,,,,,,,,,,,,
ffPAUT,JD11,0.000001124,,,,,,,,,,,,
ffPAWA,JD03,0.000001124,,,,,,,,,,,,
ffPAWA,JD11,0.000001124,,,,,,,,,,,,
ffPAWV,JD01,0.000001124,,,,,,,,,,,,
ffPAWV,JD03,0.000001124,,,,,,,,,,,,
ffSDWY,JD05,0.000001124,,,,,,,,,,,,
ffSDWY,JD12,0.000001124,,,,,,,,,,,,
ffTNVA,JD09,0.000002248,,,,,,,,,,,,
ffTXUT,JD02,0.000001124,,,,,,,,,,,,
ffTXUT,JD11,0.000001124,,,,,,,,,,,,
ffTXWA,JD02,0.000001124,,,,,,,,,,,,
ffTXWA,JD11,0.000001124,,,,,,,,,,,,
ffUTWA,JD11,0.000002248,,,,,,,,,,,,
ffUTWY,JD11,0.000001124,,,,,,,,,,,,
ffUTWY,JD12,0.000001124,,,,,,,,,,,,
ffVAWV,JD01,0.000001124,,,,,,,,,,,,
ffVAWV,JD09,0.000001124,,,,,,,,,,,,
ffFLAL,JD09,0.000001124,,,,,,,,,,,,
ffFLAL,JD08,0.000001124,,,,,,,,,,,,
ffGAAL,JD09,0.000002248,,,,,,,,,,,,
ffMSAL,JD09,0.000002248,,,,,,,,,,,,
ffTNAL,JD09,0.000002248,,,,,,,,,,,,
ffLAAR,JD10,0.000002248,,,,,,,,,,,,
ffMOAR,JD10,0.000002248,,,,,,,,,,,,
ffOKAR,JD10,0.000002248,,,,,,,,,,,,
ffTNAR,JD10,0.000001124,,,,,,,,,,,,
ffTNAR,JD09,0.000001124,,,,,,,,,,,,
ffTXAR,JD10,0.000001124,,,,,,,,,,,,
ffTXAR,JD02,0.000001124,,,,,,,,,,,,
ffCAAZ,JD13,0.000001124,,,,,,,,,,,,
ffCAAZ,JD12,0.000001124,,,,,,,,,,,,
ffCOAZ,JD12,0.000002248,,,,,,,,,,,,
ffFLAZ,JD12,0.000001124,,,,,,,,,,,,
ffFLAZ,JD08,0.000001124,,,,,,,,,,,,
ffGAAZ,JD12,0.000001124,,,,,,,,,,,,
ffGAAZ,JD09,0.000001124,,,,,,,,,,,,
ffILAZ,JD12,0.000001124,,,,,,,,,,,,
ffILAZ,JD04,0.000001124,,,,,,,,,,,,
ffMAAZ,JD12,0.000001124,,,,,,,,,,,,
ffMAAZ,JD07,0.000001124,,,,,,,,,,,,
ffMDAZ,JD12,0.000001124,,,,,,,,,,,,
ffMDAZ,JD01,0.000001124,,,,,,,,,,,,
ffMIAZ,JD12,0.000001124,,,,,,,,,,,,
ffMIAZ,JD01,0.000001124,,,,,,,,,,,,
ffMNAZ,JD12,0.000001124,,,,,,,,,,,,
ffMNAZ,JD05,0.000001124,,,,,,,,,,,,
ffNCAZ,JD12,0.000001124,,,,,,,,,,,,
ffNCAZ,JD09,0.000001124,,,,,,,,,,,,
ffNMAZ,JD12,0.000002248,,,,,,,,,,,,
ffNVAZ,JD12,0.000001124,,,,,,,,,,,,
ffNVAZ,JD11,0.000001124,,,,,,,,,,,,
ffNYAZ,JD12,0.000001124,,,,,,,,,,,,
ffNYAZ,JD06,0.000001124,,,,,,,,,,,,
ffORAZ,JD12,0.000001124,,,,,,,,,,,,
ffORAZ,JD11,0.000001124,,,,,,,,,,,,
ffPAAZ,JD12,0.000001124,,,,,,,,,,,,
ffPAAZ,JD03,0.000001124,,,,,,,,,,,,
ffTXAZ,JD12,0.000001124,,,,,,,,,,,,
ffTXAZ,JD02,0.000001124,,,,,,,,,,,,
ffUTAZ,JD12,0.000001124,,,,,,,,,,,,
ffUTAZ,JD11,0.000001124,,,,,,,,,,,,
ffWAAZ,JD12,0.000001124,,,,,,,,,,,,
ffWAAZ,JD11,0.000001124,,,,,,,,,,,,
ffCOCA,JD13,0.000001124,,,,,,,,,,,,
ffCOCA,JD12,0.000001124,,,,,,,,,,,,
ffFLCA,JD13,0.000001124,,,,,,,,,,,,
ffFLCA,JD08,0.000001124,,,,,,,,,,,,
ffGACA,JD13,0.000001124,,,,,,,,,,,,
ffGACA,JD09,0.000001124,,,,,,,,,,,,
ffILCA,JD13,0.000001124,,,,,,,,,,,,
ffILCA,JD04,0.000001124,,,,,,,,,,,,
ffMACA,JD13,0.000001124,,,,,,,,,,,,
ffMACA,JD07,0.000001124,,,,,,,,,,,,
ffMDCA,JD13,0.000001124,,,,,,,,,,,,
ffMDCA,JD01,0.000001124,,,,,,,,,,,,
ffMICA,JD13,0.000001124,,,,,,,,,,,,
ffMICA,JD01,0.000001124,,,,,,,,,,,,
ffMNCA,JD13,0.000001124,,,,,,,,,,,,
ffMNCA,JD05,0.000001124,,,,,,,,,,,,
ffNCCA,JD13,0.000001124,,,,,,,,,,,,
ffNCCA,JD09,0.000001124,,,,,,,,,,,,
ffNVCA,JD13,0.000001124,,,,,,,,,,,,
ffNVCA,JD11,0.000001124,,,,,,,,,,,,
ffNYCA,JD13,0.000001124,,,,,,,,,,,,
ffNYCA,JD06,0.000001124,,,,,,,,,,,,
ffORCA,JD13,0.000001124,,,,,,,,,,,,
ffORCA,JD11,0.000001124,,,,,,,,,,,,
ffPACA,JD13,0.000001124,,,,,,,,,,,,
ffPACA,JD03,0.000001124,,,,,,,,,,,,
ffTXCA,JD13,0.000001124,,,,,,,,,,,,
ffTXCA,JD02,0.000001124,,,,,,,,,,,,
ffUTCA,JD13,0.000001124,,,,,,,,,,,,
ffUTCA,JD11,0.000001124,,,,,,,,,,,,
ffWACA,JD13,0.000001124,,,,,,,,,,,,
ffWACA,JD11,0.000001124,,,,,,,,,,,,
ffFLCO,JD12,0.000001124,,,,,,,,,,,,
ffFLCO,JD08,0.000001124,,,,,,,,,,,,
ffGACO,JD12,0.000001124,,,,,,,,,,,,
ffGACO,JD09,0.000001124,,,,,,,,,,,,
ffILCO,JD12,0.000001124,,,,,,,,,,,,
ffILCO,JD04,0.000001124,,,,,,,,,,,,
ffKSCO,JD12,0.000001124,,,,,,,,,,,,
ffKSCO,JD10,0.000001124,,,,,,,,,,,,
ffMACO,JD12,0.000001124,,,,,,,,,,,,
ffMACO,JD07,0.000001124,,,,,,,,,,,,
ffMDCO,JD12,0.000001124,,,,,,,,,,,,
ffMDCO,JD01,0.000001124,,,,,,,,,,,,
ffMICO,JD12,0.000001124,,,,,,,,,,,,
ffMICO,JD01,0.000001124,,,,,,,,,,,,
ffMNCO,JD12,0.000001124,,,,,,,,,,,,
ffMNCO,JD05,0.000001124,,,,,,,,,,,,
ffNCCO,JD12,0.000001124,,,,,,,,,,,,
ffNCCO,JD09,0.000001124,,,,,,,,,,,,
ffNECO,JD12,0.000001124,,,,,,,,,,,,
ffNECO,JD05,0.000001124,,,,,,,,,,,,
ffNMCO,JD12,0.000002248,,,,,,,,,,,,
ffNVCO,JD12,0.000001124,,,,,,,,,,,,
ffNVCO,JD11,0.000001124,,,,,,,,,,,,
ffNYCO,JD12,0.000001124,,,,,,,,,,,,
ffNYCO,JD06,0.000001124,,,,,,,,,,,,
ffORCO,JD12,0.000001124,,,,,,,,,,,,
ffORCO,JD11,0.000001124,,,,,,,,,,,,
ffPACO,JD12,0.000001124,,,,,,,,,,,,
ffPACO,JD03,0.000001124,,,,,,,,,,,,
ffTXCO,JD12,0.000001124,,,,,,,,,,,,
ffTXCO,JD02,0.000001124,,,,,,,,,,,,
ffUTCO,JD12,0.000001124,,,,,,,,,,,,
ffUTCO,JD11,0.000001124,,,,,,,,,,,,
ffWACO,JD12,0.000001124,,,,,,,,,,,,
ffWACO,JD11,0.000001124,,,,,,,,,,,,
ffWYCO,JD12,0.000002248,,,,,,,,,,,,
ffMACT,JD07,0.000002248,,,,,,,,,,,,
ffNYCT,JD07,0.000001124,,,,,,,,,,,,
ffNYCT,JD06,0.000001124,,,,,,,,,,,,
ffRICT,JD07,0.000002248,,,,,,,,,,,,
ffMDDE,JD03,0.000001124,,,,,,,,,,,,
ffMDDE,JD01,0.000001124,,,,,,,,,,,,
ffNJDE,JD03,0.000002248,,,,,,,,,,,,
ffPADE,JD03,0.000002248,,,,,,,,,,,,
ffGAFL,JD09,0.000001124,,,,,,,,,,,,
ffGAFL,JD08,0.000001124,,,,,,,,,,,,
ffILFL,JD08,0.000001124,,,,,,,,,,,,
ffILFL,JD04,0.000001124,,,,,,,,,,,,
ffMAFL,JD08,0.000001124,,,,,,,,,,,,
ffMAFL,JD07,0.000001124,,,,,,,,,,,,
ffMDFL,JD08,0.000001124,,,,,,,,,,,,
ffMDFL,JD01,0.000001124,,,,,,,,,,,,
ffMIFL,JD08,0.000001124,,,,,,,,,,,,
ffMIFL,JD01,0.000001124,,,,,,,,,,,,
ffMNFL,JD08,0.000001124,,,,,,,,,,,,
ffMNFL,JD05,0.000001124,,,,,,,,,,,,
ffNCFL,JD09,0.000001124,,,,,,,,,,,,
ffNCFL,JD08,0.000001124,,,,,,,,,,,,
ffNVFL,JD11,0.000001124,,,,,,,,,,,,
ffNVFL,JD08,0.000001124,,,,,,,,,,,,
ffNYFL,JD08,0.000001124,,,,,,,,,,,,
ffNYFL,JD06,0.000001124,,,,,,,,,,,,
ffORFL,JD11,0.000001124,,,,,,,,,,,,
ffORFL,JD08,0.000001124,,,,,,,,,,,,
ffPAFL,JD08,0.000001124,,,,,,,,,,,,
ffPAFL,JD03,0.000001124,,,,,,,,,,,,
ffTXFL,JD08,0.000001124,,,,,,,,,,,,
ffTXFL,JD02,0.000001124,,,,,,,,,,,,
ffUTFL,JD11,0.000001124,,,,,,,,,,,,
ffUTFL,JD08,0.000001124,,,,,,,,,,,,
ffWAFL,JD11,0.000001124,,,,,,,,,,,,
ffWAFL,JD08,0.000001124,,,,,,,,,,,,
ffILGA,JD09,0.000001124,,,,,,,,,,,,
ffILGA,JD04,0.000001124,,,,,,,,,,,,
ffMAGA,JD09,0.000001124,,,,,,,,,,,,
ffMAGA,JD07,0.000001124,,,,,,,,,,,,
ffMDGA,JD09,0.000001124,,,,,,,,,,,,
ffMDGA,JD01,0.000001124,,,,,,,,,,,,
ffMIGA,JD09,0.000001124,,,,,,,,,,,,
ffMIGA,JD01,0.000001124,,,,,,,,,,,,
ffMNGA,JD09,0.000001124,,,,,,,,,,,,
ffMNGA,JD05,0.000001124,,,,,,,,,,,,
ffNCGA,JD09,0.000002248,,,,,,,,,,,,
ffNVGA,JD11,0.000001124,,,,,,,,,,,,
ffNVGA,JD09,0.000001124,,,,,,,,,,,,
ffNYGA,JD09,0.000001124,,,,,,,,,,,,
ffNYGA,JD06,0.000001124,,,,,,,,,,,,
ffORGA,JD11,0.000001124,,,,,,,,,,,,
ffORGA,JD09,0.000001124,,,,,,,,,,,,
ffPAGA,JD09,0.000001124,,,,,,,,,,,,
ffPAGA,JD03,0.000001124,,,,,,,,,,,,
ffSCGA,JD09,0.000002248,,,,,,,,,,,,
ffTNGA,JD09,0.000002248,,,,,,,,,,,,
ffTXGA,JD09,0.000001124,,,,,,,,,,,,
ffTXGA,JD02,0.000001124,,,,,,,,,,,,
ffUTGA,JD11,0.000001124,,,,,,,,,,,,
ffUTGA,JD09,0.000001124,,,,,,,,,,,,
ffWAGA,JD11,0.000001124,,,,,,,,,,,,
ffWAGA,JD09,0.000001124,,,,,,,,,,,,
ffILIA,JD05,0.000001124,,,,,,,,,,,,
ffILIA,JD04,0.000001124,,,,,,,,,,,,
ffMNIA,JD05,0.000002248,,,,,,,,,,,,
ffMOIA,JD10,0.000001124,,,,,,,,,,,,
ffMOIA,JD05,0.000001124,,,,,,,,,,,,
ffNEIA,JD05,0.000001124,,,,,,,,,,,,
ffSDIA,JD05,0.000002248,,,,,,,,,,,,
ffWIIA,JD05,0.000001124,,,,,,,,,,,,
ffWIIA,JD04,0.000001124,,,,,,,,,,,,
ffMTID,JD11,0.000002248,,,,,,,,,,,,
ffORID,JD11,0.000002248,,,,,,,,,,,,
ffUTID,JD11,0.000002248,,,,,,,,,,,,
ffWAID,JD11,0.000002248,,,,,,,,,,,,
ffWYID,JD12,0.000001124,,,,,,,,,,,,
ffWYID,JD11,0.000001124,,,,,,,,,,,,
ffINIL,JD04,0.000001124,,,,,,,,,,,,
ffINIL,JD01,0.000001124,,,,,,,,,,,,
ffKYIL,JD04,0.000001124,,,,,,,,,,,,
ffKYIL,JD01,0.000001124,,,,,,,,,,,,
ffMAIL,JD07,0.000001124,,,,,,,,,,,,
ffMAIL,JD04,0.000001124,,,,,,,,,,,,
ffMDIL,JD04,0.000001124,,,,,,,,,,,,
ffMDIL,JD01,0.000001124,,,,,,,,,,,,
ffMIIL,JD04,0.000001124,,,,,,,,,,,,
ffMIIL,JD01,0.000001124,,,,,,,,,,,,
ffMNIL,JD05,0.000001124,,,,,,,,,,,,
ffMNIL,JD04,0.000001124,,,,,,,,,,,,
ffMOIL,JD10,0.000001124,,,,,,,,,,,,
ffMOIL,JD04,0.000001124,,,,,,,,,,,,
ffNCIL,JD09,0.000001124,,,,,,,,,,,,
ffNCIL,JD04,0.000001124,,,,,,,,,,,,
ffNVIL,JD11,0.000001124,,,,,,,,,,,,
ffNVIL,JD04,0.000001124,,,,,,,,,,,,
ffNYIL,JD06,0.000001124,,,,,,,,,,,,
ffNYIL,JD04,0.000001124,,,,,,,,,,,,
ffORIL,JD11,0.000001124,,,,,,,,,,,,
ffORIL,JD04,0.000001124,,,,,,,,,,,,
ffPAIL,JD04,0.000001124,,,,,,,,,,,,
ffPAIL,JD03,0.000001124,,,,,,,,,,,,
ffTXIL,JD04,0.000001124,,,,,,,,,,,,
ffTXIL,JD02,0.000001124,,,,,,,,,,,,
ffUTIL,JD11,0.000001124,,,,,,,,,,,,
ffUTIL,JD04,0.000001124,,,,,,,,,,,,
ffWAIL,JD11,0.000001124,,,,,,,,,,,,
ffWAIL,JD04,0.000001124,,,,,,,,,,,,
ffWIIL,JD04,0.000002248,,,,,,,,,,,,
ffKYIN,JD01,0.000002248,,,,,,,,,,,,
ffMIIN,JD01,0.000002248,,,,,,,,,,,,
ffOHIN,JD01,0.000002248,,,,,,,,,,,,
ffMOKS,JD10,0.000002248,,,,,,,,,,,,
ffNEKS,JD10,0.000001124,,,,,,,,,,,,
ffNEKS,JD05,0.000001124,,,,,,,,,,,,
ffOKKS,JD10,0.000002248,,,,,,,,,,,,
ffOHKY,JD01,0.000002248,,,,,,,,,,,,
ffTNKY,JD09,0.000001124,,,,,,,,,,,,
ffTNKY,JD01,0.000001124,,,,,,,,,,,,
ffWVKY,JD01,0.000002248,,,,,,,,,,,,
ffMSLA,JD10,0.000001124,,,,,,,,,,,,
ffMSLA,JD09,0.000001124,,,,,,,,,,,,
ffTXLA,JD10,0.000001124,,,,,,,,,,,,
ffTXLA,JD02,0.000001124,,,,,,,,,,,,
ffMDMA,JD07,0.000001124,,,,,,,,,,,,
ffMDMA,JD01,0.000001124,,,,,,,,,,,,
ffMIMA,JD07,0.000001124,,,,,,,,,,,,
ffMIMA,JD01,0.000001124,,,,,,,,,,,,
ffMNMA,JD07,0.000001124,,,,,,,,,,,,
ffMNMA,JD05,0.000001124,,,,,,,,,,,,
ffNCMA,JD09,0.000001124,,,,,,,,,,,,
ffNCMA,JD07,0.000001124,,,,,,,,,,,,
ffNHMA,JD07,0.000002248,,,,,,,,,,,,
ffNVMA,JD11,0.000001124,,,,,,,,,,,,
