from,to,const,,,,,,,,,,,,
% Hybrid vehicles (GWh / thousand cars),,,,,,,,,,,,,,
eeNYVT,EL07,0.000007462,,,,,,,,,,,,
eeNYWA,EL06,0.000007462,,,,,,,,,,,,
eeNYWA,EL11,0.000007462,,,,,,,,,,,,
eeOHPA,EL01,0.000007462,,,,,,,,,,,,
eeOHPA,EL03,0.000007462,,,,,,,,,,,,
eeOHWV,EL01,0.000014924,,,,,,,,,,,,
eeOKTX,EL02,0.000007462,,,,,,,,,,,,
eeOKTX,EL10,0.000007462,,,,,,,,,,,,
eeORPA,EL03,0.000007462,,,,,,,,,,,,
eeORPA,EL11,0.000007462,,,,,,,,,,,,
eeORTX,EL02,0.000007462,,,,,,,,,,,,
eeORTX,EL11,0.000007462,,,,,,,,,,,,
eeORUT,EL11,0.000014924,,,,,,,,,,,,
eeORWA,EL11,0.000014924,,,,,,,,,,,,
eePATX,EL02,0.000007462,,,,,,,,,,,,
eePATX,EL03,0.000007462,,,,,,,,,,,,
eePAUT,EL03,0.000007462,,,,,,,,,,,,
eePAUT,EL11,0.000007462,,,,,,,,,,,,
eePAWA,EL03,0.000007462,,,,,,,,,,,,
eePAWA,EL11,0.000007462,,,,,,,,,,,,
eePAWV,EL01,0.000007462,,,,,,,,,,,,
eePAWV,EL03,0.000007462,,,,,,,,,,,,
eeSDWY,EL05,0.000007462,,,,,,,,,,,,
eeSDWY,EL12,0.000007462,,,,,,,,,,,,
eeTNVA,EL09,0.000014924,,,,,,,,,,,,
eeTXUT,EL02,0.000007462,,,,,,,,,,,,
eeTXUT,EL11,0.000007462,,,,,,,,,,,,
eeTXWA,EL02,0.000007462,,,,,,,,,,,,
eeTXWA,EL11,0.000007462,,,,,,,,,,,,
eeUTWA,EL11,0.000014924,,,,,,,,,,,,
eeUTWY,EL11,0.000007462,,,,,,,,,,,,
eeUTWY,EL12,0.000007462,,,,,,,,,,,,
eeVAWV,EL01,0.000007462,,,,,,,,,,,,
eeVAWV,EL09,0.000007462,,,,,,,,,,,,
eeFLAL,EL09,0.000007462,,,,,,,,,,,,
eeFLAL,EL08,0.000007462,,,,,,,,,,,,
eeGAAL,EL09,0.000014924,,,,,,,,,,,,
eeMSAL,EL09,0.000014924,,,,,,,,,,,,
eeTNAL,EL09,0.000014924,,,,,,,,,,,,
eeLAAR,EL10,0.000014924,,,,,,,,,,,,
eeMOAR,EL10,0.000014924,,,,,,,,,,,,
eeOKAR,EL10,0.000014924,,,,,,,,,,,,
eeTNAR,EL10,0.000007462,,,,,,,,,,,,
eeTNAR,EL09,0.000007462,,,,,,,,,,,,
eeTXAR,EL10,0.000007462,,,,,,,,,,,,
eeTXAR,EL02,0.000007462,,,,,,,,,,,,
eeCAAZ,EL13,0.000007462,,,,,,,,,,,,
eeCAAZ,EL12,0.000007462,,,,,,,,,,,,
eeCOAZ,EL12,0.000014924,,,,,,,,,,,,
eeFLAZ,EL12,0.000007462,,,,,,,,,,,,
eeFLAZ,EL08,0.000007462,,,,,,,,,,,,
eeGAAZ,EL12,0.000007462,,,,,,,,,,,,
eeGAAZ,EL09,0.000007462,,,,,,,,,,,,
eeILAZ,EL12,0.000007462,,,,,,,,,,,,
eeILAZ,EL04,0.000007462,,,,,,,,,,,,
eeMAAZ,EL12,0.000007462,,,,,,,,,,,,
eeMAAZ,EL07,0.000007462,,,,,,,,,,,,
eeMDAZ,EL12,0.000007462,,,,,,,,,,,,
eeMDAZ,EL01,0.000007462,,,,,,,,,,,,
eeMIAZ,EL12,0.000007462,,,,,,,,,,,,
eeMIAZ,EL01,0.000007462,,,,,,,,,,,,
eeMNAZ,EL12,0.000007462,,,,,,,,,,,,
eeMNAZ,EL05,0.000007462,,,,,,,,,,,,
eeNCAZ,EL12,0.000007462,,,,,,,,,,,,
eeNCAZ,EL09,0.000007462,,,,,,,,,,,,
eeNMAZ,EL12,0.000014924,,,,,,,,,,,,
eeNVAZ,EL12,0.000007462,,,,,,,,,,,,
eeNVAZ,EL11,0.000007462,,,,,,,,,,,,
eeNYAZ,EL12,0.000007462,,,,,,,,,,,,
eeNYAZ,EL06,0.000007462,,,,,,,,,,,,
eeORAZ,EL12,0.000007462,,,,,,,,,,,,
eeORAZ,EL11,0.000007462,,,,,,,,,,,,
eePAAZ,EL12,0.000007462,,,,,,,,,,,,
eePAAZ,EL03,0.000007462,,,,,,,,,,,,
eeTXAZ,EL12,0.000007462,,,,,,,,,,,,
eeTXAZ,EL02,0.000007462,,,,,,,,,,,,
eeUTAZ,EL12,0.000007462,,,,,,,,,,,,
eeUTAZ,EL11,0.000007462,,,,,,,,,,,,
eeWAAZ,EL12,0.000007462,,,,,,,,,,,,
eeWAAZ,EL11,0.000007462,,,,,,,,,,,,
eeCOCA,EL13,0.000007462,,,,,,,,,,,,
eeCOCA,EL12,0.000007462,,,,,,,,,,,,
eeFLCA,EL13,0.000007462,,,,,,,,,,,,
eeFLCA,EL08,0.000007462,,,,,,,,,,,,
eeGACA,EL13,0.000007462,,,,,,,,,,,,
eeGACA,EL09,0.000007462,,,,,,,,,,,,
eeILCA,EL13,0.000007462,,,,,,,,,,,,
eeILCA,EL04,0.000007462,,,,,,,,,,,,
eeMACA,EL13,0.000007462,,,,,,,,,,,,
eeMACA,EL07,0.000007462,,,,,,,,,,,,
eeMDCA,EL13,0.000007462,,,,,,,,,,,,
eeMDCA,EL01,0.000007462,,,,,,,,,,,,
eeMICA,EL13,0.000007462,,,,,,,,,,,,
eeMICA,EL01,0.000007462,,,,,,,,,,,,
eeMNCA,EL13,0.000007462,,,,,,,,,,,,
eeMNCA,EL05,0.000007462,,,,,,,,,,,,
eeNCCA,EL13,0.000007462,,,,,,,,,,,,
eeNCCA,EL09,0.000007462,,,,,,,,,,,,
eeNVCA,EL13,0.000007462,,,,,,,,,,,,
eeNVCA,EL11,0.000007462,,,,,,,,,,,,
eeNYCA,EL13,0.000007462,,,,,,,,,,,,
eeNYCA,EL06,0.000007462,,,,,,,,,,,,
eeORCA,EL13,0.000007462,,,,,,,,,,,,
eeORCA,EL11,0.000007462,,,,,,,,,,,,
eePACA,EL13,0.000007462,,,,,,,,,,,,
eePACA,EL03,0.000007462,,,,,,,,,,,,
eeTXCA,EL13,0.000007462,,,,,,,,,,,,
eeTXCA,EL02,0.000007462,,,,,,,,,,,,
eeUTCA,EL13,0.000007462,,,,,,,,,,,,
eeUTCA,EL11,0.000007462,,,,,,,,,,,,
eeWACA,EL13,0.000007462,,,,,,,,,,,,
eeWACA,EL11,0.000007462,,,,,,,,,,,,
eeFLCO,EL12,0.000007462,,,,,,,,,,,,
eeFLCO,EL08,0.000007462,,,,,,,,,,,,
eeGACO,EL12,0.000007462,,,,,,,,,,,,
eeGACO,EL09,0.000007462,,,,,,,,,,,,
eeILCO,EL12,0.000007462,,,,,,,,,,,,
eeILCO,EL04,0.000007462,,,,,,,,,,,,
eeKSCO,EL12,0.000007462,,,,,,,,,,,,
eeKSCO,EL10,0.000007462,,,,,,,,,,,,
eeMACO,EL12,0.000007462,,,,,,,,,,,,
eeMACO,EL07,0.000007462,,,,,,,,,,,,
eeMDCO,EL12,0.000007462,,,,,,,,,,,,
eeMDCO,EL01,0.000007462,,,,,,,,,,,,
eeMICO,EL12,0.000007462,,,,,,,,,,,,
eeMICO,EL01,0.000007462,,,,,,,,,,,,
eeMNCO,EL12,0.000007462,,,,,,,,,,,,
eeMNCO,EL05,0.000007462,,,,,,,,,,,,
eeNCCO,EL12,0.000007462,,,,,,,,,,,,
eeNCCO,EL09,0.000007462,,,,,,,,,,,,
eeNECO,EL12,0.000007462,,,,,,,,,,,,
eeNECO,EL05,0.000007462,,,,,,,,,,,,
eeNMCO,EL12,0.000014924,,,,,,,,,,,,
eeNVCO,EL12,0.000007462,,,,,,,,,,,,
eeNVCO,EL11,0.000007462,,,,,,,,,,,,
eeNYCO,EL12,0.000007462,,,,,,,,,,,,
eeNYCO,EL06,0.000007462,,,,,,,,,,,,
eeORCO,EL12,0.000007462,,,,,,,,,,,,
eeORCO,EL11,0.000007462,,,,,,,,,,,,
eePACO,EL12,0.000007462,,,,,,,,,,,,
eePACO,EL03,0.000007462,,,,,,,,,,,,
eeTXCO,EL12,0.000007462,,,,,,,,,,,,
eeTXCO,EL02,0.000007462,,,,,,,,,,,,
eeUTCO,EL12,0.000007462,,,,,,,,,,,,
eeUTCO,EL11,0.000007462,,,,,,,,,,,,
eeWACO,EL12,0.000007462,,,,,,,,,,,,
eeWACO,EL11,0.000007462,,,,,,,,,,,,
eeWYCO,EL12,0.000014924,,,,,,,,,,,,
eeMACT,EL07,0.000014924,,,,,,,,,,,,
eeNYCT,EL07,0.000007462,,,,,,,,,,,,
eeNYCT,EL06,0.000007462,,,,,,,,,,,,
eeRICT,EL07,0.000014924,,,,,,,,,,,,
eeMDDE,EL03,0.000007462,,,,,,,,,,,,
eeMDDE,EL01,0.000007462,,,,,,,,,,,,
eeNJDE,EL03,0.000014924,,,,,,,,,,,,
eePADE,EL03,0.000014924,,,,,,,,,,,,
eeGAFL,EL09,0.000007462,,,,,,,,,,,,
eeGAFL,EL08,0.000007462,,,,,,,,,,,,
eeILFL,EL08,0.000007462,,,,,,,,,,,,
eeILFL,EL04,0.000007462,,,,,,,,,,,,
eeMAFL,EL08,0.000007462,,,,,,,,,,,,
eeMAFL,EL07,0.000007462,,,,,,,,,,,,
eeMDFL,EL08,0.000007462,,,,,,,,,,,,
eeMDFL,EL01,0.000007462,,,,,,,,,,,,
eeMIFL,EL08,0.000007462,,,,,,,,,,,,
eeMIFL,EL01,0.000007462,,,,,,,,,,,,
eeMNFL,EL08,0.000007462,,,,,,,,,,,,
eeMNFL,EL05,0.000007462,,,,,,,,,,,,
eeNCFL,EL09,0.000007462,,,,,,,,,,,,
eeNCFL,EL08,0.000007462,,,,,,,,,,,,
eeNVFL,EL11,0.000007462,,,,,,,,,,,,
eeNVFL,EL08,0.000007462,,,,,,,,,,,,
eeNYFL,EL08,0.000007462,,,,,,,,,,,,
eeNYFL,EL06,0.000007462,,,,,,,,,,,,
eeORFL,EL11,0.000007462,,,,,,,,,,,,
eeORFL,EL08,0.000007462,,,,,,,,,,,,
eePAFL,EL08,0.000007462,,,,,,,,,,,,
eePAFL,EL03,0.000007462,,,,,,,,,,,,
eeTXFL,EL08,0.000007462,,,,,,,,,,,,
eeTXFL,EL02,0.000007462,,,,,,,,,,,,
eeUTFL,EL11,0.000007462,,,,,,,,,,,,
eeUTFL,EL08,0.000007462,,,,,,,,,,,,
eeWAFL,EL11,0.000007462,,,,,,,,,,,,
eeWAFL,EL08,0.000007462,,,,,,,,,,,,
eeILGA,EL09,0.000007462,,,,,,,,,,,,
eeILGA,EL04,0.000007462,,,,,,,,,,,,
eeMAGA,EL09,0.000007462,,,,,,,,,,,,
eeMAGA,EL07,0.000007462,,,,,,,,,,,,
eeMDGA,EL09,0.000007462,,,,,,,,,,,,
eeMDGA,EL01,0.000007462,,,,,,,,,,,,
eeMIGA,EL09,0.000007462,,,,,,,,,,,,
eeMIGA,EL01,0.000007462,,,,,,,,,,,,
eeMNGA,EL09,0.000007462,,,,,,,,,,,,
eeMNGA,EL05,0.000007462,,,,,,,,,,,,
eeNCGA,EL09,0.000014924,,,,,,,,,,,,
eeNVGA,EL11,0.000007462,,,,,,,,,,,,
eeNVGA,EL09,0.000007462,,,,,,,,,,,,
eeNYGA,EL09,0.000007462,,,,,,,,,,,,
eeNYGA,EL06,0.000007462,,,,,,,,,,,,
eeORGA,EL11,0.000007462,,,,,,,,,,,,
eeORGA,EL09,0.000007462,,,,,,,,,,,,
eePAGA,EL09,0.000007462,,,,,,,,,,,,
eePAGA,EL03,0.000007462,,,,,,,,,,,,
eeSCGA,EL09,0.000014924,,,,,,,,,,,,
eeTNGA,EL09,0.000014924,,,,,,,,,,,,
eeTXGA,EL09,0.000007462,,,,,,,,,,,,
eeTXGA,EL02,0.000007462,,,,,,,,,,,,
eeUTGA,EL11,0.000007462,,,,,,,,,,,,
eeUTGA,EL09,0.000007462,,,,,,,,,,,,
eeWAGA,EL11,0.000007462,,,,,,,,,,,,
eeWAGA,EL09,0.000007462,,,,,,,,,,,,
eeILIA,EL05,0.000007462,,,,,,,,,,,,
eeILIA,EL04,0.000007462,,,,,,,,,,,,
eeMNIA,EL05,0.000014924,,,,,,,,,,,,
eeMOIA,EL10,0.000007462,,,,,,,,,,,,
eeMOIA,EL05,0.000007462,,,,,,,,,,,,
eeNEIA,EL05,0.000007462,,,,,,,,,,,,
eeSDIA,EL05,0.000014924,,,,,,,,,,,,
eeWIIA,EL05,0.000007462,,,,,,,,,,,,
eeWIIA,EL04,0.000007462,,,,,,,,,,,,
eeMTID,EL11,0.000014924,,,,,,,,,,,,
eeORID,EL11,0.000014924,,,,,,,,,,,,
eeUTID,EL11,0.000014924,,,,,,,,,,,,
eeWAID,EL11,0.000014924,,,,,,,,,,,,
eeWYID,EL12,0.000007462,,,,,,,,,,,,
eeWYID,EL11,0.000007462,,,,,,,,,,,,
eeINIL,EL04,0.000007462,,,,,,,,,,,,
eeINIL,EL01,0.000007462,,,,,,,,,,,,
eeKYIL,EL04,0.000007462,,,,,,,,,,,,
eeKYIL,EL01,0.000007462,,,,,,,,,,,,
eeMAIL,EL07,0.000007462,,,,,,,,,,,,
eeMAIL,EL04,0.000007462,,,,,,,,,,,,
eeMDIL,EL04,0.000007462,,,,,,,,,,,,
eeMDIL,EL01,0.000007462,,,,,,,,,,,,
eeMIIL,EL04,0.000007462,,,,,,,,,,,,
eeMIIL,EL01,0.000007462,,,,,,,,,,,,
eeMNIL,EL05,0.000007462,,,,,,,,,,,,
eeMNIL,EL04,0.000007462,,,,,,,,,,,,
eeMOIL,EL10,0.000007462,,,,,,,,,,,,
eeMOIL,EL04,0.000007462,,,,,,,,,,,,
eeNCIL,EL09,0.000007462,,,,,,,,,,,,
eeNCIL,EL04,0.000007462,,,,,,,,,,,,
eeNVIL,EL11,0.000007462,,,,,,,,,,,,
eeNVIL,EL04,0.000007462,,,,,,,,,,,,
eeNYIL,EL06,0.000007462,,,,,,,,,,,,
eeNYIL,EL04,0.000007462,,,,,,,,,,,,
eeORIL,EL11,0.000007462,,,,,,,,,,,,
eeORIL,EL04,0.000007462,,,,,,,,,,,,
eePAIL,EL04,0.000007462,,,,,,,,,,,,
eePAIL,EL03,0.000007462,,,,,,,,,,,,
eeTXIL,EL04,0.000007462,,,,,,,,,,,,
eeTXIL,EL02,0.000007462,,,,,,,,,,,,
eeUTIL,EL11,0.000007462,,,,,,,,,,,,
eeUTIL,EL04,0.000007462,,,,,,,,,,,,
eeWAIL,EL11,0.000007462,,,,,,,,,,,,
eeWAIL,EL04,0.000007462,,,,,,,,,,,,
eeWIIL,EL04,0.000014924,,,,,,,,,,,,
eeKYIN,EL01,0.000014924,,,,,,,,,,,,
eeMIIN,EL01,0.000014924,,,,,,,,,,,,
eeOHIN,EL01,0.000014924,,,,,,,,,,,,
eeMOKS,EL10,0.000014924,,,,,,,,,,,,
eeNEKS,EL10,0.000007462,,,,,,,,,,,,
eeNEKS,EL05,0.000007462,,,,,,,,,,,,
eeOKKS,EL10,0.000014924,,,,,,,,,,,,
eeOHKY,EL01,0.000014924,,,,,,,,,,,,
eeTNKY,EL09,0.000007462,,,,,,,,,,,,
eeTNKY,EL01,0.000007462,,,,,,,,,,,,
eeWVKY,EL01,0.000014924,,,,,,,,,,,,
eeMSLA,EL10,0.000007462,,,,,,,,,,,,
eeMSLA,EL09,0.000007462,,,,,,,,,,,,
eeTXLA,EL10,0.000007462,,,,,,,,,,,,
eeTXLA,EL02,0.000007462,,,,,,,,,,,,
eeMDMA,EL07,0.000007462,,,,,,,,,,,,
eeMDMA,EL01,0.000007462,,,,,,,,,,,,
eeMIMA,EL07,0.000007462,,,,,,,,,,,,
eeMIMA,EL01,0.000007462,,,,,,,,,,,,
eeMNMA,EL07,0.000007462,,,,,,,,,,,,
eeMNMA,EL05,0.000007462,,,,,,,,,,,,
eeNCMA,EL09,0.000007462,,,,,,,,,,,,
eeNCMA,EL07,0.000007462,,,,,,,,,,,,
eeNHMA,EL07,0.000014924,,,,,,,,,,,,
eeNVMA,EL11,0.000007462,,,,,,,,,,,,
eeNVMA,EL07,0.000007462,,,,,,,,,,,,
eeNYMA,EL07,0.000007462,,,,,,,,,,,,
eeNYMA,EL06,0.000007462,,,,,,,,,,,,
eeORMA,EL11,0.000007462,,,,,,,,,,,,
eeORMA,EL07,0.000007462,,,,,,,,,,,,
eePAMA,EL07,0.000007462,,,,,,,,,,,,
eePAMA,EL03,0.000007462,,,,,,,,,,,,
eeTXMA,EL07,0.000007462,,,,,,,,,,,,
eeTXMA,EL02,0.000007462,,,,,,,,,,,,
eeUTMA,EL11,0.000007462,,,,,,,,,,,,
eeUTMA,EL07,0.000007462,,,,,,,,,,,,
eeVTMA,EL07,0.000014924,,,,,,,,,,,,
eeWAMA,EL11,0.000007462,,,,,,,,,,,,
eeWAMA,EL07,0.000007462,,,,,,,,,,,,
eeMIMD,EL01,0.000007462,,,,,,,,,,,,
eeMNMD,EL05,0.000007462,,,,,,,,,,,,
eeMNMD,EL01,0.000007462,,,,,,,,,,,,
eeNCMD,EL09,0.000007462,,,,,,,,,,,,
eeNCMD,EL01,0.000007462,,,,,,,,,,,,
eeNVMD,EL11,0.000007462,,,,,,,,,,,,
eeNVMD,EL01,0.000007462,,,,,,,,,,,,
eeNYMD,EL06,0.000007462,,,,,,,,,,,,
eeNYMD,EL01,0.000007462,,,,,,,,,,,,
eeORMD,EL11,0.000007462,,,,,,,,,,,,
eeORMD,EL01,0.000007462,,,,,,,,,,,,
eePAMD,EL03,0.000007462,,,,,,,,,,,,
eePAMD,EL01,0.000007462,,,,,,,,,,,,
eeTXMD,EL02,0.000007462,,,,,,,,,,,,
eeTXMD,EL01,0.000007462,,,,,,,,,,,,
eeUTMD,EL11,0.000007462,,,,,,,,,,,,
eeUTMD,EL01,0.000007462,,,,,,,,,,,,
eeVAMD,EL09,0.000007462,,,,,,,,,,,,
eeVAMD,EL01,0.000007462,,,,,,,,,,,,
eeWAMD,EL11,0.000007462,,,,,,,,,,,,
eeWAMD,EL01,0.000007462,,,,,,,,,,,,
eeWVMD,EL01,0.000007462,,,,,,,,,,,,
eeNHME,EL07,0.000014924,,,,,,,,,,,,
eeMNMI,EL05,0.000007462,,,,,,,,,,,,
eeMNMI,EL01,0.000007462,,,,,,,,,,,,
eeNCMI,EL09,0.000007462,,,,,,,,,,,,
eeNCMI,EL01,0.000007462,,,,,,,,,,,,
eeNVMI,EL11,0.000007462,,,,,,,,,,,,
eeNVMI,EL01,0.000007462,,,,,,,,,,,,
eeNYMI,EL06,0.000007462,,,,,,,,,,,,
eeNYMI,EL01,0.000007462,,,,,,,,,,,,
eeOHMI,EL01,0.000014924,,,,,,,,,,,,
eeORMI,EL11,0.000007462,,,,,,,,,,,,
eeORMI,EL01,0.000007462,,,,,,,,,,,,
eePAMI,EL03,0.000007462,,,,,,,,,,,,
eePAMI,EL01,0.000007462,,,,,,,,,,,,
eeTXMI,EL02,0.000007462,,,,,,,,,,,,
eeTXMI,EL01,0.000007462,,,,,,,,,,,,
eeUTMI,EL11,0.000007462,,,,,,,,,,,,
eeUTMI,EL01,0.000007462,,,,,,,,,,,,
eeWAMI,EL11,0.000007462,,,,,,,,,,,,
eeWAMI,EL01,0.000007462,,,,,,,,,,,,
eeWIMI,EL04,0.000007462,,,,,,,,,,,,
eeWIMI,EL01,0.000007462,,,,,,,,,,,,
eeNCMN,EL09,0.000007462,,,,,,,,,,,,
eeNCMN,EL05,0.000007462,,,,,,,,,,,,
eeNDMN,EL05,0.000014924,,,,,,,,,,,,
eeNVMN,EL11,0.000007462,,,,,,,,,,,,
eeNVMN,EL05,0.000007462,,,,,,,,,,,,
eeNYMN,EL06,0.000007462,,,,,,,,,,,,
eeNYMN,EL05,0.000007462,,,,,,,,,,,,
eeORMN,EL11,0.000007462,,,,,,,,,,,,
eeORMN,EL05,0.000007462,,,,,,,,,,,,
eePAMN,EL05,0.000007462,,,,,,,,,,,,
eePAMN,EL03,0.000007462,,,,,,,,,,,,
eeSDMN,EL05,0.000014924,,,,,,,,,,,,
eeTXMN,EL05,0.000007462,,,,,,,,,,,,
eeTXMN,EL02,0.000007462,,,,,,,,,,,,
eeUTMN,EL11,0.000007462,,,,,,,,,,,,
eeUTMN,EL05,0.000007462,,,,,,,,,,,,
eeWAMN,EL11,0.000007462,,,,,,,,,,,,
eeWAMN,EL05,0.000007462,,,,,,,,,,,,
eeWIMN,EL05,0.000007462,,,,,,,,,,,,
eeWIMN,EL04,0.000007462,,,,,,,,,,,,
eeOKMO,EL10,0.000014924,,,,,,,,,,,,
eeTNMO,EL10,0.000007462,,,,,,,,,,,,
eeTNMO,EL09,0.000007462,,,,,,,,,,,,
eeTNMS,EL09,0.000014924,,,,,,,,,,,,
eeNDMT,EL11,0.000007462,,,,,,,,,,,,
eeNDMT,EL05,0.000007462,,,,,,,,,,,,
eeWYMT,EL12,0.000007462,,,,,,,,,,,,
eeWYMT,EL11,0.000007462,,,,,,,,,,,,
eeNVNC,EL11,0.000007462,,,,,,,,,,,,
eeNVNC,EL09,0.000007462,,,,,,,,,,,,
eeNYNC,EL09,0.000007462,,,,,,,,,,,,
eeNYNC,EL06,0.000007462,,,,,,,,,,,,
eeORNC,EL11,0.000007462,,,,,,,,,,,,
eeORNC,EL09,0.000007462,,,,,,,,,,,,
eePANC,EL09,0.000007462,,,,,,,,,,,,
eePANC,EL03,0.000007462,,,,,,,,,,,,
eeSCNC,EL09,0.000014924,,,,,,,,,,,,
eeTNNC,EL09,0.000014924,,,,,,,,,,,,
eeTXNC,EL09,0.000007462,,,,,,,,,,,,
eeTXNC,EL02,0.000007462,,,,,,,,,,,,
eeUTNC,EL11,0.000007462,,,,,,,,,,,,
eeUTNC,EL09,0.000007462,,,,,,,,,,,,
eeVANC,EL09,0.000014924,,,,,,,,,,,,
eeWANC,EL11,0.000007462,,,,,,,,,,,,
eeWANC,EL09,0.000007462,,,,,,,,,,,,
eeSDND,EL05,0.000014924,,,,,,,,,,,,
eeSDNE,EL05,0.000007462,,,,,,,,,,,,
eeWYNE,EL12,0.000007462,,,,,,,,,,,,
eeWYNE,EL05,0.000007462,,,,,,,,,,,,
eeVTNH,EL07,0.000014924,,,,,,,,,,,,
eeNYNJ,EL06,0.000007462,,,,,,,,,,,,
eeNYNJ,EL03,0.000007462,,,,,,,,,,,,
eePANJ,EL03,0.000014924,,,,,,,,,,,,
eeTXNM,EL12,0.000007462,,,,,,,,,,,,
eeTXNM,EL02,0.000007462,,,,,,,,,,,,
eeNYNV,EL11,0.000007462,,,,,,,,,,,,
eeNYNV,EL06,0.000007462,,,,,,,,,,,,
eeORNV,EL11,0.000014924,,,,,,,,,,,,
eePANV,EL11,0.000007462,,,,,,,,,,,,
eePANV,EL03,0.000007462,,,,,,,,,,,,
eeTXNV,EL11,0.000007462,,,,,,,,,,,,
eeTXNV,EL02,0.000007462,,,,,,,,,,,,
eeUTNV,EL11,0.000014924,,,,,,,,,,,,
eeWANV,EL11,0.000014924,,,,,,,,,,,,
eeORNY,EL11,0.000007462,,,,,,,,,,,,
eeORNY,EL06,0.000007462,,,,,,,,,,,,
eePANY,EL06,0.000007462,,,,,,,,,,,,
eePANY,EL03,0.000007462,,,,,,,,,,,,
eeTXNY,EL06,0.000007462,,,,,,,,,,,,
eeTXNY,EL02,0.000007462,,,,,,,,,,,,
eeUTNY,EL11,0.000007462,,,,,,,,,,,,
eeUTNY,EL06,0.000007462,,,,,,,,,,,,
eeVTNY,EL07,0.000007462,,,,,,,,,,,,
eeVTNY,EL06,0.000007462,,,,,,,,,,,,
eeWANY,EL11,0.000007462,,,,,,,,,,,,
eeWANY,EL06,0.000007462,,,,,,,,,,,,
eePAOH,EL03,0.000007462,,,,,,,,,,,,
eePAOH,EL01,0.000007462,,,,,,,,,,,,
eeWVOH,EL01,0.000014924,,,,,,,,,,,,
eeTXOK,EL10,0.000007462,,,,,,,,,,,,
eeTXOK,EL02,0.000007462,,,,,,,,,,,,
eePAOR,EL11,0.000007462,,,,,,,,,,,,
eePAOR,EL03,0.000007462,,,,,,,,,,,,
eeTXOR,EL11,0.000007462,,,,,,,,,,,,
eeTXOR,EL02,0.000007462,,,,,,,,,,,,
eeUTOR,EL11,0.000014924,,,,,,,,,,,,
eeWAOR,EL11,0.000014924,,,,,,,,,,,,
eeTXPA,EL03,0.000007462,,,,,,,,,,,,
eeTXPA,EL02,0.000007462,,,,,,,,,,,,
eeUTPA,EL11,0.000007462,,,,,,,,,,,,
eeUTPA,EL03,0.000007462,,,,,,,,,,,,
eeWAPA,EL11,0.000007462,,,,,,,,,,,,
eeWAPA,EL03,0.000007462,,,,,,,,,,,,
eeWVPA,EL03,0.000007462,,,,,,,,,,,,
eeWVPA,EL01,0.000007462,,,,,,,,,,,,
eeWYSD,EL12,0.000007462,,,,,,,,,,,,
eeWYSD,EL05,0.000007462,,,,,,,,,,,,
eeVATN,EL09,0.000014924,,,,,,,,,,,,
eeUTTX,EL11,0.000007462,,,,,,,,,,,,
eeUTTX,EL02,0.000007462,,,,,,,,,,,,
eeWATX,EL11,0.000007462,,,,,,,,,,,,
eeWATX,EL02,0.000007462,,,,,,,,,,,,
eeWAUT,EL11,0.000014924,,,,,,,,,,,,
eeWYUT,EL12,0.000007462,,,,,,,,,,,,
eeWYUT,EL11,0.000007462,,,,,,,,,,,,
eeWVVA,EL09,0.000007462,,,,,,,,,,,,
eeWVVA,EL01,0.000007462,,,,,,,,,,,,
% Gasoline car (MM Gallon/Vehicle-mile),,,,,,,,,,,,,,
ggALFL,GD08,0.000000022,,,,,,,,,,,,
ggALFL,GD09,0.000000022,,,,,,,,,,,,
ggALGA,GD09,0.000000044,,,,,,,,,,,,
ggALMS,GD09,0.000000044,,,,,,,,,,,,
ggALTN,GD09,0.000000044,,,,,,,,,,,,
ggARLA,GD10,0.000000044,,,,,,,,,,,,
ggARMO,GD10,0.000000044,,,,,,,,,,,,
ggAROK,GD10,0.000000044,,,,,,,,,,,,
ggARTN,GD09,0.000000022,,,,,,,,,,,,
ggARTN,GD10,0.000000022,,,,,,,,,,,,
ggARTX,GD02,0.000000022,,,,,,,,,,,,
ggARTX,GD10,0.000000022,,,,,,,,,,,,
ggAZCA,GD12,0.000000022,,,,,,,,,,,,
ggAZCA,GD13,0.000000022,,,,,,,,,,,,
ggAZCO,GD12,0.000000044,,,,,,,,,,,,
ggAZFL,GD08,0.000000022,,,,,,,,,,,,
ggAZFL,GD12,0.000000022,,,,,,,,,,,,
ggAZGA,GD09,0.000000022,,,,,,,,,,,,
ggAZGA,GD12,0.000000022,,,,,,,,,,,,
ggAZIL,GD04,0.000000022,,,,,,,,,,,,
ggAZIL,GD12,0.000000022,,,,,,,,,,,,
ggAZMA,GD07,0.000000022,,,,,,,,,,,,
ggAZMA,GD12,0.000000022,,,,,,,,,,,,
ggAZMD,GD01,0.000000022,,,,,,,,,,,,
ggAZMD,GD12,0.000000022,,,,,,,,,,,,
ggAZMI,GD01,0.000000022,,,,,,,,,,,,
ggAZMI,GD12,0.000000022,,,,,,,,,,,,
ggAZMN,GD05,0.000000022,,,,,,,,,,,,
ggAZMN,GD12,0.000000022,,,,,,,,,,,,
ggAZNC,GD09,0.000000022,,,,,,,,,,,,
ggAZNC,GD12,0.000000022,,,,,,,,,,,,
ggAZNM,GD12,0.000000044,,,,,,,,,,,,
ggAZNV,GD11,0.000000022,,,,,,,,,,,,
ggAZNV,GD12,0.000000022,,,,,,,,,,,,
ggAZNY,GD06,0.000000022,,,,,,,,,,,,
ggAZNY,GD12,0.000000022,,,,,,,,,,,,
