from,to,const,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
CPWV,7TWV,0.1,,,,,,,,,,,,
CPWI,7TWI,0.1,,,,,,,,,,,,
CPWY,7TWY,0.1,,,,,,,,,,,,
CPAL,8TAL,0.1,,,,,,,,,,,,
CPAZ,8TAZ,0.1,,,,,,,,,,,,
CPAR,8TAR,0.1,,,,,,,,,,,,
CPCA,8TCA,0.1,,,,,,,,,,,,
CPCO,8TCO,0.1,,,,,,,,,,,,
CPCT,8TCT,0.1,,,,,,,,,,,,
CPDE,8TDE,0.1,,,,,,,,,,,,
CPFL,8TFL,0.1,,,,,,,,,,,,
CPGA,8TGA,0.1,,,,,,,,,,,,
CPID,8TID,0.1,,,,,,,,,,,,
CPIL,8TIL,0.1,,,,,,,,,,,,
CPIN,8TIN,0.1,,,,,,,,,,,,
CPIA,8TIA,0.1,,,,,,,,,,,,
CPKS,8TKS,0.1,,,,,,,,,,,,
CPKY,8TKY,0.1,,,,,,,,,,,,
CPLA,8TLA,0.1,,,,,,,,,,,,
CPME,8TME,0.1,,,,,,,,,,,,
CPMD,8TMD,0.1,,,,,,,,,,,,
CPMA,8TMA,0.1,,,,,,,,,,,,
CPMI,8TMI,0.1,,,,,,,,,,,,
CPMN,8TMN,0.1,,,,,,,,,,,,
CPMS,8TMS,0.1,,,,,,,,,,,,
CPMO,8TMO,0.1,,,,,,,,,,,,
CPMT,8TMT,0.1,,,,,,,,,,,,
CPNE,8TNE,0.1,,,,,,,,,,,,
CPNV,8TNV,0.1,,,,,,,,,,,,
CPNH,8TNH,0.1,,,,,,,,,,,,
CPNJ,8TNJ,0.1,,,,,,,,,,,,
CPNM,8TNM,0.1,,,,,,,,,,,,
CPNY,8TNY,0.1,,,,,,,,,,,,
CPNC,8TNC,0.1,,,,,,,,,,,,
CPND,8TND,0.1,,,,,,,,,,,,
CPOH,8TOH,0.1,,,,,,,,,,,,
CPOK,8TOK,0.1,,,,,,,,,,,,
CPOR,8TOR,0.1,,,,,,,,,,,,
CPPA,8TPA,0.1,,,,,,,,,,,,
CPRI,8TRI,0.1,,,,,,,,,,,,
CPSC,8TSC,0.1,,,,,,,,,,,,
CPSD,8TSD,0.1,,,,,,,,,,,,
CPTN,8TTN,0.1,,,,,,,,,,,,
CPTX,8TTX,0.1,,,,,,,,,,,,
CPUT,8TUT,0.1,,,,,,,,,,,,
CPVT,8TVT,0.1,,,,,,,,,,,,
CPVA,8TVA,0.1,,,,,,,,,,,,
CPWA,8TWA,0.1,,,,,,,,,,,,
CPWV,8TWV,0.1,,,,,,,,,,,,
CPWI,8TWI,0.1,,,,,,,,,,,,
CPWY,8TWY,0.1,,,,,,,,,,,,
CPAL,9TAL,0.1,,,,,,,,,,,,
CPAZ,9TAZ,0.1,,,,,,,,,,,,
CPAR,9TAR,0.1,,,,,,,,,,,,
CPCA,9TCA,0.1,,,,,,,,,,,,
CPCO,9TCO,0.1,,,,,,,,,,,,
CPCT,9TCT,0.1,,,,,,,,,,,,
CPDE,9TDE,0.1,,,,,,,,,,,,
CPFL,9TFL,0.1,,,,,,,,,,,,
CPGA,9TGA,0.1,,,,,,,,,,,,
CPID,9TID,0.1,,,,,,,,,,,,
CPIL,9TIL,0.1,,,,,,,,,,,,
CPIN,9TIN,0.1,,,,,,,,,,,,
CPIA,9TIA,0.1,,,,,,,,,,,,
CPKS,9TKS,0.1,,,,,,,,,,,,
CPKY,9TKY,0.1,,,,,,,,,,,,
CPLA,9TLA,0.1,,,,,,,,,,,,
CPME,9TME,0.1,,,,,,,,,,,,
CPMD,9TMD,0.1,,,,,,,,,,,,
CPMA,9TMA,0.1,,,,,,,,,,,,
CPMI,9TMI,0.1,,,,,,,,,,,,
CPMN,9TMN,0.1,,,,,,,,,,,,
CPMS,9TMS,0.1,,,,,,,,,,,,
CPMO,9TMO,0.1,,,,,,,,,,,,
CPMT,9TMT,0.1,,,,,,,,,,,,
CPNE,9TNE,0.1,,,,,,,,,,,,
CPNV,9TNV,0.1,,,,,,,,,,,,
CPNH,9TNH,0.1,,,,,,,,,,,,
CPNJ,9TNJ,0.1,,,,,,,,,,,,
CPNM,9TNM,0.1,,,,,,,,,,,,
CPNY,9TNY,0.1,,,,,,,,,,,,
CPNC,9TNC,0.1,,,,,,,,,,,,
CPND,9TND,0.1,,,,,,,,,,,,
CPOH,9TOH,0.1,,,,,,,,,,,,
CPOK,9TOK,0.1,,,,,,,,,,,,
CPOR,9TOR,0.1,,,,,,,,,,,,
CPPA,9TPA,0.1,,,,,,,,,,,,
CPRI,9TRI,0.1,,,,,,,,,,,,
CPSC,9TSC,0.1,,,,,,,,,,,,
CPSD,9TSD,0.1,,,,,,,,,,,,
CPTN,9TTN,0.1,,,,,,,,,,,,
CPTX,9TTX,0.1,,,,,,,,,,,,
CPUT,9TUT,0.1,,,,,,,,,,,,
CPVT,9TVT,0.1,,,,,,,,,,,,
CPVA,9TVA,0.1,,,,,,,,,,,,
CPWA,9TWA,0.1,,,,,,,,,,,,
CPWV,9TWV,0.1,,,,,,,,,,,,
CPWI,9TWI,0.1,,,,,,,,,,,,
CPWY,9TWY,0.1,,,,,,,,,,,,
