code,const,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40
CP,X % Coal production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP,X % Natural gas production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Natural gas demand (MMcf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TILAZ,,,,,,,,,,,,,,3566678.982,3673679.351,3783889.732,3897406.424,4014328.616,4134758.475,4258801.229,4386565.266,4518162.224,4653707.091,4793318.303,4937117.852,5085231.388,5237788.33,5394921.979,5556769.639,5723472.728,5895176.91,6072032.217,6254193.184,6441818.979,6635073.549,6834125.755,7039149.528,7250324.013,7467833.734,7691868.746,7922624.808,8160303.553,8405112.659,8657266.039,8916984.02,9184493.541,9460028.347,9743829.197,10036144.07,10337228.4,10647345.25,10966765.6,11295768.57
6TILCA,,,,,,,,,,,,,,976262.5255,1005550.401,1035716.913,1066788.421,1098792.073,1131755.835,1165708.511,1200679.766,1236700.159,1273801.164,1312015.199,1351375.654,1391916.924,1433674.432,1476684.665,1520985.205,1566614.761,1613613.204,1662021.6,1711882.248,1763238.715,1816135.877,1870619.953,1926738.552,1984540.708,2044076.929,2105399.237,2168561.214,2233618.051,2300626.592,2369645.39,2440734.752,2513956.794,2589375.498,2667056.763,2747068.466,2829480.52,2914364.936,3001795.884,3091849.76
6TILCO,,,,,,,,,,,,,,370912.1558,382039.5204,393500.7061,405305.7272,417464.8991,429988.846,442888.5114,456175.1668,469860.4218,483956.2344,498474.9214,513429.1691,528832.0442,544697.0055,561037.9156,577869.0531,595205.1247,613061.2784,631453.1168,650396.7103,669908.6116,690005.87,710706.0461,732027.2274,753988.0443,776607.6856,799905.9162,823903.0936,848620.1865,874078.7921,900301.1558,927310.1905,955129.4962,983783.3811,1013296.883,1043695.789,1075006.663,1107256.863,1140474.568,1174688.805
6TILFL,,,,,,,,,,,,,,2000044.342,2060045.672,2121847.042,2185502.453,2251067.527,2318599.553,2388157.539,2459802.265,2533596.333,2609604.223,2687892.35,2768529.121,2851584.994,2937132.544,3025246.52,3116003.916,3209484.033,3305768.554,3404941.611,3507089.859,3612302.555,3720671.632,3832291.781,3947260.534,4065678.35,4187648.701,4313278.162,4442676.507,4575956.802,4713235.506,4854632.571,5000271.548,5150279.695,5304788.085,5463931.728,5627849.68,5796685.17,5970585.725,6149703.297,6334194.396
6TILGA,,,,,,,,,,,,,,1135870.519,1169946.635,1205045.034,1241196.385,1278432.277,1316785.245,1356288.802,1396977.466,1438886.79,1482053.394,1526514.996,1572310.446,1619479.759,1668064.152,1718106.076,1769649.259,1822738.736,1877420.898,1933743.525,1991755.831,2051508.506,2113053.761,2176445.374,2241738.735,2308990.897,2378260.624,2449608.443,2523096.696,2598789.597,2676753.285,2757055.884,2839767.56,2924960.587,3012709.405,3103090.687,3196183.407,3292068.91,3390830.977,3492555.906,3597332.583
6TILIA,,,,,,,,,,,,,,4896632.614,5043531.592,5194837.54,5350682.666,5511203.146,5676539.241,5846835.418,6022240.48,6202907.695,6388994.926,6580664.773,6778084.717,6981427.258,7190870.076,7406596.178,7628794.064,7857657.885,8093387.622,8336189.251,8586274.928,8843863.176,9109179.071,9382454.443,9663928.077,9953845.919,10252461.3,10560035.14,10876836.19,11203141.28,11539235.51,11885412.58,12241974.96,12609234.21,12987511.23,13377136.57,13778450.67,14191804.19,14617558.31,15056085.06,15507767.61
6TILIN,,,,,,,,,,,,,,17148422.53,17662875.21,18192761.46,18738544.31,19300700.64,19879721.66,20476113.31,21090396.7,21723108.61,22374801.86,23046045.92,23737427.3,24449550.12,25183036.62,25938527.72,26716683.55,27518184.06,28343729.58,29194041.47,30069862.71,30971958.59,31901117.35,32858150.87,33843895.39,34859212.26,35904988.62,36982138.28,38091602.43,39234350.5,40411381.02,41623722.45,42872434.12,44158607.15,45483365.36,46847866.32,48253302.31,49700901.38,51191928.42,52727686.28,54309516.86
6TILKY,,,,,,,,,,,,,,935632.2192,963701.1858,992612.2214,1022390.588,1053062.306,1084654.175,1117193.8,1150709.614,1185230.903,1220787.83,1257411.464,1295133.808,1333987.823,1374007.457,1415227.681,1457684.511,1501415.047,1546457.498,1592851.223,1640636.76,1689855.863,1740551.539,1792768.085,1846551.127,1901947.661,1959006.091,2017776.274,2078309.562,2140658.849,2204878.614,2271024.973,2339155.722,2409330.393,2481610.305,2556058.614,2632740.373,2711722.584,2793074.262,2876866.489,2963172.484
6TILMA,,,,,,,,,,,,,,382690.7476,394171.47,405996.6141,418176.5126,430721.8079,443643.4622,456952.7661,470661.349,484781.1895,499324.6252,514304.3639,529733.4949,545625.4997,561994.2647,578854.0926,596219.7154,614106.3069,632529.4961,651505.381,671050.5424,691182.0587,711917.5204,733275.046,755273.2974,777931.4964,801269.4412,825307.5245,850066.7502,875568.7527,901835.8153,928890.8898,956757.6165,985460.3449,1015024.155,1045474.88,1076839.126,1109144.3,1142418.629,1176691.188,1211991.924
6TILMD,,,,,,,,,,,,,,290999.8958,299729.8927,308721.7894,317983.4431,327522.9464,337348.6348,347469.0938,357893.1667,368629.9617,379688.8605,391079.5263,402811.9121,414896.2695,427343.1576,440163.4523,453368.3559,466969.4065,480978.4887,495407.8434,510270.0787,525578.1811,541345.5265,557585.8923,574313.469,591542.8731,609289.1593,627567.8341,646394.8691,665786.7152,685760.3166,706333.1261,727523.1199,749348.8135,771829.2779,794984.1563,818833.681,843398.6914,868700.6521,894761.6717,921604.5218
6TILMI,,,,,,,,,,,,,,4165233.959,4290190.978,4418896.707,4551463.608,4688007.516,4828647.742,4973507.174,5122712.389,5276393.761,5434685.574,5597726.141,5765657.925,5938627.663,6116786.493,6300290.088,6489298.79,6683977.754,6884497.087,7091031.999,7303762.959,7522875.848,7748562.124,7981018.987,8220449.557,8467063.044,8721074.935,8982707.183,9252188.398,9529754.05,9815646.672,10110116.07,10413419.55,10725822.14,11047596.81,11379024.71,11720395.45,12072007.31,12434167.53,12807192.56,13191408.34
6TILMN,,,,,,,,,,,,,,882722.854,909204.5396,936480.6758,964575.096,993512.3489,1023317.719,1054017.251,1085637.769,1118206.902,1151753.109,1186305.702,1221894.873,1258551.719,1296308.271,1335197.519,1375253.444,1416511.048,1459006.379,1502776.57,1547859.868,1594295.664,1642124.534,1691388.27,1742129.918,1794393.815,1848225.63,1903672.399,1960782.57,2019606.048,2080194.229,2142600.056,2206878.058,2273084.399,2341276.931,2411515.239,2483860.696,2558376.517,2635127.813,2714181.647,2795607.097
6TILMO,,,,,,,,,,,,,,6707141.589,6908355.836,7115606.511,7329074.707,7548946.948,7775415.356,8008677.817,8248938.152,8496406.296,8751298.485,9013837.44,9284252.563,9562780.14,9849663.544,10145153.45,10449508.05,10762993.3,11085883.09,11418459.59,11761013.37,12113843.78,12477259.09,12851576.86,13237124.17,13634237.89,14043265.03,14464562.98,14898499.87,15345454.87,15805818.51,16279993.07,16768392.86,17271444.64,17789587.98,18323275.62,18872973.89,19439163.11,20022338,20623008.14,21241698.39
6TILNC,,,,,,,,,,,,,,796015.0515,819895.503,844492.3681,869827.1392,895921.9533,922799.6119,950483.6003,978998.1083,1008368.052,1038619.093,1069777.666,1101870.996,1134927.126,1168974.94,1204044.188,1240165.513,1277370.479,1315691.593,1355162.341,1395817.211,1437691.727,1480822.479,1525247.154,1571004.568,1618134.705,1666678.746,1716679.109,1768179.482,1821224.867,1875861.613,1932137.461,1990101.585,2049804.632,2111298.771,2174637.734,2239876.867,2307073.172,2376285.368,2447573.929,2521001.147
6TILNV,,,,,,,,,,,,,,410667.1751,422987.1903,435676.8061,448747.1102,462209.5235,476075.8092,490358.0835,505068.826,520220.8908,535827.5175,551902.3431,568459.4134,585513.1958,603078.5916,621170.9494,639806.0779,659000.2602,678770.268,699133.376,720107.3773,741710.5986,763961.9166,786880.7741,810487.1973,834801.8132,859845.8676,885641.2437,912210.481,939576.7954,967764.0993,996797.0222,1026700.933,1057501.961,1089227.02,1121903.83,1155560.945,1190227.774,1225934.607,1262712.645,1300594.024
6TILNY,,,,,,,,,,,,,,1435518.94,1478584.509,1522942.044,1568630.305,1615689.214,1664159.891,1714084.688,1765507.228,1818472.445,1873026.618,1929217.417,1987093.939,2046706.758,2108107.96,2171351.199,2236491.735,2303586.487,2372694.082,2443874.904,2517191.151,2592706.886,2670488.092,2750602.735,2833120.817,2918114.442,3005657.875,3095827.611,3188702.44,3284363.513,3382894.418,3484381.251,3588912.688,3696580.069,3807477.471,3921701.795,4039352.849,4160533.435,4285349.438,4413909.921,4546327.218
6TILPA,,,,,,,,,,,,,,718541.0012,740097.2312,762300.1481,785169.1526,808724.2272,832985.954,857975.5326,883714.7986,910226.2425,937533.0298,965659.0207,994628.7913,1024467.655,1055201.685,1086857.735,1119463.467,1153047.371,1187638.792,1223267.956,1259965.995,1297764.975,1336697.924,1376798.862,1418102.828,1460645.912,1504465.29,1549599.248,1596087.226,1643969.843,1693288.938,1744087.606,1796410.234,1850302.541,1905811.618,1962985.966,2021875.545,2082531.811,2145007.766,2209357.999,2275638.739
6TILTX,,,,,,,,,,,,,,1241078.134,1278310.478,1316659.793,1356159.587,1396844.374,1438749.705,1481912.197,1526369.562,1572160.649,1619325.469,1667905.233,1717942.39,1769480.662,1822565.081,1877242.034,1933559.295,1991566.074,2051313.056,2112852.448,2176238.021,2241525.162,2308770.916,2378034.044,2449375.065,2522856.317,2598542.007,2676498.267,2756793.215,2839497.011,2924681.922,3012422.379,3102795.051,3195878.902,3291755.269,3390507.927,3492223.165,3596989.86,3704899.556,3816046.543,3930527.939
6TILUT,,,,,,,,,,,,,,295932.829,304810.8138,313955.1383,323373.7924,333075.0062,343067.2564,353359.2741,363960.0523,374878.8539,386125.2195,397708.9761,409640.2453,421929.4527,434587.3363,447624.9564,461053.7051,474885.3162,489131.8757,503805.832,518920.0069,534487.6071,550522.2353,567037.9024,584049.0395,601570.5107,619617.626,638206.1548,657352.3394,677072.9096,697385.0969,718306.6498,739855.8493,762051.5247,784913.0705,808460.4626,832714.2765,857695.7048,883426.5759,909929.3732,937227.2544
6TILWA,,,,,,,,,,,,,,55152.87572,56807.462,58511.68586,60267.03643,62075.04753,63937.29895,65855.41792,67831.08046,69866.01287,71961.99326,74120.85305,76344.47865,78634.81301,80993.8574,83423.67312,85926.38331,88504.17481,91159.30006,93894.07906,96710.90143,99612.22847,102600.5953,105678.6132,108848.9716,112114.4407,115477.8739,118942.2102,122510.4765,126185.7908,129971.3645,133870.5054,137886.6206,142023.2192,146283.9158,150672.4333,155192.6063,159848.3844,164643.836,169583.1511,174670.6456
6TILWI,,,,,,,,,,,,,,20724087.19,21345809.81,21986184.1,22645769.63,23325142.72,24024897,24745643.91,25488013.22,26252653.62,27040233.23,27851440.23,28686983.43,29547592.94,30434020.72,31347041.35,32287452.59,33256076.16,34253758.45,35281371.2,36339812.34,37430006.71,38552906.91,39709494.12,40900778.94,42127802.31,43391636.38,44693385.47,46034187.03,47415212.64,48837669.02,50302799.09,51811883.07,53366239.56,54967226.74,56616243.55,58314730.85,60064172.78,61866097.96,63722080.9,65633743.33
6TINIL,,,,,,,,,,,,,,13571462.68,13978606.56,14397964.76,14829903.7,15274800.81,15733044.84,16205036.18,16691187.27,17191922.89,17707680.57,18238910.99,18786078.32,19349660.67,19930150.49,20528055,21143896.65,21778213.55,22431559.96,23104506.76,23797641.96,24511571.22,25246918.36,26004325.91,26784455.68,27587989.35,28415629.04,29268097.91,30146140.84,31050525.07,31982040.82,32941502.05,33929747.11,34947639.52,35996068.71,37075950.77,38188229.29,39333876.17,40513892.45,41729309.23,42981188.5
6TINKY,,,,,,,,,,,,,,3794286.317,3908114.906,4025358.353,4146119.104,4270502.677,4398617.758,4530576.29,4666493.579,4806488.386,4950683.038,5099203.529,5252179.635,5409745.024,5572037.375,5739198.496,5911374.451,6088715.684,6271377.155,6459518.469,6653304.024,6852903.144,7058490.239,7270244.946,7488352.294,7713002.863,7944392.949,8182724.737,8428206.479,8681052.674,8941484.254,9209728.782,9486020.645,9770601.264,10063719.3,10365630.88,10676599.81,10996897.8,11326804.74,11666608.88,12016607.14
6TINMI,,,,,,,,,,,,,,2194787.873,2260631.51,2328450.455,2398303.969,2470253.088,2544360.68,2620691.501,2699312.246,2780291.613,2863700.361,2949611.372,3038099.713,3129242.705,3223119.986,3319813.586,3419407.993,3521990.233,3627649.94,3736479.438,3848573.821,3964031.036,4082951.967,4205440.526,4331603.742,4461551.854,4595398.41,4733260.362,4875258.173,5021515.918,5172161.395,5327326.237,5487146.024,5651760.405,5821313.217,5995952.614,6175831.192,6361106.128,6551939.312,6748497.491,6950952.416
6TINOH,,,,,,,,,,,,,,7482356.003,7706826.683,7938031.484,8176172.428,8421457.601,8674101.329,8934324.369,9202354.1,9478424.723,9762777.465,10055660.79,10357330.61,10668050.53,10988092.05,11317734.81,11657266.85,12006984.86,12367194.4,12738210.24,13120356.54,13513967.24,13919386.26,14336967.84,14767076.88,15210089.19,15666391.86,16136383.62,16620475.13,17119089.38,17632662.06,18161641.92,18706491.18,19267685.92,19845716.49,20441087.99,21054320.63,21685950.25,22336528.75,23006624.62,23696823.35
6TKSCO,,,,,,,,,,,,,,424690.2717,437430.9798,450553.9092,464070.5265,477992.6423,492332.4216,507102.3942,522315.466,537984.93,554124.4779,570748.2123,587870.6586,605506.7784,623671.9817,642382.1412,661653.6054,681503.2136,701948.31,723006.7593,744696.9621,767037.8709,790049.0071,813750.4773,838162.9916,863307.8813,889207.1178,915883.3313,943359.8312,971660.6262,1000810.445,1030834.758,1061759.801,1093612.595,1126420.973,1160213.602,1195020.01,1230870.611,1267796.729,1305830.631,1345005.55
6TKSMO,,,,,,,,,,,,,,3593221.772,3701018.425,3812048.978,3926410.447,4044202.76,4165528.843,4290494.708,4419209.55,4551785.836,4688339.411,4828989.594,4973859.281,5123075.06,5276767.312,5435070.331,5598122.441,5766066.114,5939048.098,6117219.541,6300736.127,6489758.211,6684450.957,6884984.486,7091534.02,7304280.041,7523408.442,7749110.695,7981584.016,8221031.537,8467662.483,8721692.357,8983343.128,9252843.422,9530428.724,9816341.586,10110831.83,10414156.79,10726581.49,11048378.94,11379830.31
6TKSNE,,,,,,,,,,,,,,726271.8047,748059.9588,770501.7576,793616.8103,817425.3146,841948.074,867206.5163,893222.7118,920019.3931,947619.9749,976048.5741,1005330.031,1035489.932,1066554.63,1098551.269,1131507.807,1165453.041,1200416.633,1236429.132,1273522.006,1311727.666,1351079.496,1391611.881,1433360.237,1476361.044,1520651.876,1566271.432,1613259.575,1661657.362,1711507.083,1762852.295,1815737.864,1870210,1926316.3,1984105.789,2043628.963,2104937.832,2168085.967,2233128.546,2300122.402
6TKSOK,,,,,,,,,,,,,,1288310.733,1326960.055,1366768.857,1407771.923,1450005.08,1493505.233,1538310.39,1584459.701,1631993.492,1680953.297,1731381.896,1783323.353,1836823.054,1891927.745,1948685.578,2007146.145,2067360.529,2129381.345,2193262.785,2259060.669,2326832.489,2396637.464,2468536.588,2542592.685,2618870.466,2697436.58,2778359.677,2861710.468,2947561.782,3035988.635,3127068.294,3220880.343,3317506.753,3417031.956,3519542.914,3625129.202,3733883.078,3845899.57,3961276.557,4080114.854
6TKYIL,,,,,,,,,,,,,,539604.5706,555792.7077,572466.489,589640.4836,607329.6982,625549.5891,644316.0768,663645.5591,683554.9259,704061.5736,725183.4208,746938.9235,769347.0912,792427.5039,816200.329,840686.3389,865906.9291,891884.1369,918640.661,946199.8809,974585.8773,1003823.454,1033938.157,1064956.302,1096904.991,1129812.141,1163706.505,1198617.7,1234576.231,1271613.518,1309761.924,1349054.781,1389526.425,1431212.217,1474148.584,1518373.041,1563924.233,1610841.96,1659167.219,1708942.235
6TKYIN,,,,,,,,,,,,,,1776915.881,1830223.357,1885130.058,1941683.96,1999934.479,2059932.513,2121730.488,2185382.403,2250943.875,2318472.191,2388026.357,2459667.148,2533457.162,2609460.877,2687744.703,2768377.044,2851428.356,2936971.206,3025080.343,3115832.753,3209307.735,3305586.968,3404754.577,3506897.214,3612104.13,3720467.254,3832081.272,3947043.71,4065455.021,4187418.672,4313041.232,4442432.469,4575705.443,4712976.606,4854365.905,4999996.882,5149996.788,5304496.692,5463631.593,5627540.54
6TKYOH,,,,,,,,,,,,,,53153638.34,54748247.49,56390694.92,58082415.77,59824888.24,61619634.89,63468223.93,65372270.65,67333438.77,69353441.93,71434045.19,73577066.55,75784378.54,78057909.9,80399647.2,82811636.61,85295985.71,87854865.28,90490511.24,93205226.58,96001383.37,98881424.88,101847867.6,104903303.7,108050402.8,111291914.8,114630672.3,118069592.5,121611680.2,125260030.6,129017831.6,132888366.5,136875017.5,140981268,145210706.1,149567027.2,154054038.1,158675659.2,163435929,168339006.9
6TKYTN,,,,,,,,,,,,,,34972868.63,36022054.69,37102716.33,38215797.82,39362271.75,40543139.91,41759434.1,43012217.13,44302583.64,45631661.15,47000610.98,48410629.31,49862948.19,51358836.64,52899601.74,54486589.79,56121187.48,57804823.11,59538967.8,61325136.83,63164890.94,65059837.67,67011632.8,69021981.78,71092641.23,73225420.47,75422183.09,77684848.58,80015394.04,82415855.86,84888331.53,87434981.48,90058030.92,92759771.85,95542565.01,98408841.96,101361107.2,104401940.4,107533998.6,110760018.6
6TKYWV,,,,,,,,,,,,,,1389854.093,1431549.716,1474496.207,1518731.094,1564293.026,1611221.817,1659558.472,1709345.226,1760625.583,1813444.35,1867847.681,1923883.111,1981599.604,2041047.592,2102279.02,2165347.391,2230307.813,2297217.047,2366133.558,2437117.565,2510231.092,2585538.025,2663104.166,2742997.291,2825287.209,2910045.826,2997347.2,3087267.616,3179885.645,3275282.214,3373540.681,3474746.901,3578989.308,3686358.987,3796949.757,3910858.25,4028183.997,4149029.517,4273500.402,4401705.415
6TLAAR,,,,,,,,,,,,,,399462.8873,411446.774,423790.1772,436503.8825,449598.999,463086.9689,476979.578,491288.9653,506027.6343,521208.4633,536844.7172,552950.0588,569538.5605,586624.7173,604223.4589,622350.1626,641020.6675,660251.2875,680058.8261,700460.5909,721474.4087,743118.6409,765412.2001,788374.5662,812025.8031,836386.5772,861478.1745,887322.5198,913942.1954,941360.4612,969601.2751,998689.3133,1028649.993,1059509.493,1091294.777,1124033.621,1157754.629,1192487.268,1228261.886,1265109.743
6TLAMS,,,,,,,,,,,,,,8913077.701,9180470.032,9455884.133,9739560.657,10031747.48,10332699.9,10642680.9,10961961.33,11290820.17,11629544.77,11978431.11,12337784.05,12707917.57,13089155.1,13481829.75,13886284.64,14302873.18,14731959.37,15173918.16,15629135.7,16098009.77,16580950.07,17078378.57,17590729.92,18118451.82,18662005.38,19221865.54,19798521.5,20392477.15,21004251.46,21634379.01,22283410.38,22951912.69,23640470.07,24349684.17,25080174.7,25832579.94,26607557.34,27405784.06,28227957.58
6TLATX,,,,,,,,,,,,,,5960863.611,6139689.519,6323880.205,6513596.611,6709004.509,6910274.644,7117582.884,7331110.37,7551043.681,7777574.992,8010902.241,8251229.309,8498766.188,8753729.174,9016341.049,9286831.28,9565436.219,9852399.305,10147971.28,10452410.42,10765982.74,11088962.22,11421631.08,11764280.02,12117208.42,12480724.67,12855146.41,13240800.8,13638024.83,14047165.57,14468580.54,14902637.95,15349717.09,15810208.61,16284514.86,16773050.31,17276241.82,17794529.07,18328364.95,18878215.89
6TMAAZ,,,,,,,,,,,,,,557804.4121,574538.5444,591774.7008,609527.9418,627813.7801,646648.1935,666047.6393,686029.0684,706609.9405,727808.2387,749642.4859,772131.7605,795295.7133,819154.5847,843729.2222,869041.0989,895112.3318,921965.7018,949624.6728,978113.413,1007456.815,1037680.52,1068810.935,1100875.264,1133901.521,1167918.567,1202956.124,1239044.808,1276216.152,1314502.637,1353937.716,1394555.847,1436392.523,1479484.298,1523868.827,1569584.892,1616672.439,1665172.612,1715127.79,1766581.624
6TMACA,,,,,,,,,,,,,,335419.6357,345482.2248,355846.6916,366522.0923,377517.7551,388843.2877,400508.5864,412523.844,424899.5593,437646.546,450775.9424,464299.2207,478228.1973,492575.0432,507352.2945,522572.8634,538250.0493,554397.5508,571029.4773,588160.3616,605805.1724,623979.3276,642698.7074,661979.6687,681839.0587,702294.2305,723363.0574,745063.9491,767415.8676,790438.3436,814151.4939,838576.0388,863733.3199,889645.3195,916334.6791,943824.7195,972139.4611,1001303.645,1031342.754,1062283.037
6TMACT,,,,,,,,,,,,,,12208423.82,12574676.54,12951916.83,13340474.34,13740688.57,14152909.22,14577496.5,15014821.4,15465266.04,15929224.02,16407100.74,16899313.76,17406293.18,17928481.97,18466336.43,19020326.52,19590936.32,20178664.41,20784024.34,21407545.07,22049771.42,22711264.56,23392602.5,24094380.58,24817211.99,25561728.35,26328580.2,27118437.61,27931990.74,28769950.46,29633048.97,30522040.44,31437701.66,32380832.71,33352257.69,34352825.42,35383410.18,36444912.49,37538259.86,38664407.66
6TMAFL,,,,,,,,,,,,,,1673830.65,1724045.569,1775766.936,1829039.945,1883911.143,1940428.477,1998641.331,2058600.571,2120358.589,2183969.346,2249488.427,2316973.079,2386482.272,2458076.74,2531819.042,2607773.613,2686006.822,2766587.026,2849584.637,2935072.176,3023124.342,3113818.072,3207232.614,3303449.592,3402553.08,3504629.673,3609768.563,3718061.62,3829603.468,3944491.572,4062826.319,4184711.109,4310252.442,4439560.016,4572746.816,4709929.221,4851227.097,4996763.91,5146666.827,5301066.832
6TMAGA,,,,,,,,,,,,,,11079.58181,11411.96927,11754.32835,12106.9582,12470.16694,12844.27195,13229.60011,13626.48811,14035.28276,14456.34124,14890.03148,15336.73242,15796.83439,16270.73942,16758.86161,17261.62746,17779.47628,18312.86057,18862.24638,19428.11378,20010.95719,20611.2859,21229.62448,21866.51322,22522.50861,23198.18387,23894.12939,24610.95327,25349.28187,26109.76032,26893.05313,27699.84473,28530.84007,29386.76527,30268.36823,31176.41928,32111.71185,33075.06321,34067.31511,35089.33456
6TMAMD,,,,,,,,,,,,,,299370.9712,308352.1004,317602.6634,327130.7433,336944.6656,347053.0056,357464.5957,368188.5336,379234.1896,390611.2153,402329.5518,414399.4383,426831.4215,439636.3641,452825.455,466410.2187,480402.5252,494814.601,509659.039,524948.8102,540697.2745,556918.1927,573625.7385,590834.5107,608559.546,626816.3324,645620.8223,664989.447,684939.1304,705487.3043,726651.9235,748451.4812,770905.0256,794032.1764,817853.1417,842388.7359,867660.398,893690.2099,920500.9162,948115.9437
6TMAMI,,,,,,,,,,,,,,73156.411,75351.10333,77611.63643,79939.98553,82338.18509,84808.33064,87352.58056,89973.15798,92672.35272,95452.5233,98316.099,101265.582,104303.5494,107432.6559,110655.6356,113975.3047,117394.5638,120916.4007,124543.8927,128280.2095,132128.6158,136092.4743,140175.2485,144380.506,148711.9211,153173.2788,157768.4771,162501.5314,167376.5774,172397.8747,177569.811,182896.9053,188383.8124,194035.3268,199856.3866,205852.0782,212027.6406,218388.4698,224940.1239,231688.3276
6TMAMN,,,,,,,,,,,,,,93735.25588,96547.31356,99443.73296,102427.045,105499.8563,108664.852,111924.7976,115282.5415,118741.0177,122303.2483,125972.3457,129751.5161,133644.0616,137653.3834,141782.9849,146036.4745,150417.5687,154930.0957,159577.9986,164365.3386,169296.2987,174375.1877,179606.4433,184994.6366,190544.4757,196260.81,202148.6343,208213.0933,214459.4861,220893.2707,227520.0688,234345.6709,241376.041,248617.3223,256075.8419,263758.1172,271670.8607,279820.9865,288215.6161,296862.0846
6TMANC,,,,,,,,,,,,,,117501.9984,121027.0583,124657.8701,128397.6062,132249.5344,136217.0204,140303.531,144512.637,148848.0161,153313.4565,157912.8602,162650.246,167529.7534,172555.646,177732.3154,183064.2849,188556.2134,194212.8998,200039.2868,206040.4654,212221.6794,218588.3298,225145.9797,231900.3591,238857.3698,246023.0909,253403.7836,261005.8972,268836.0741,276901.1563,285208.191,293764.4367,302577.3698,311654.6909,321004.3316,330634.4616,340553.4954,350770.1003,361293.2033,372131.9994
6TMANH,,,,,,,,,,,,,,10149015.15,10453485.61,10767090.18,11090102.88,11422805.97,11765490.15,12118454.85,12482008.5,12856468.75,13242162.81,13639427.7,14048610.53,14470068.84,14904170.91,15351296.04,15811834.92,16286189.97,16774775.66,17278018.93,17796359.5,18330250.29,18880157.8,19446562.53,20029959.41,20630858.19,21249783.93,21887277.45,22543895.78,23220212.65,23916819.03,24634323.6,25373353.31,26134553.91,26918590.52,27726148.24,28557932.69,29414670.67,30297110.79,31206024.11,32142204.83
6TMANY,,,,,,,,,,,,,,77536570.65,79862667.77,82258547.8,84726304.24,87268093.36,89886136.16,92582720.25,95360201.86,98221007.91,101167638.2,104202667.3,107328747.3,110548609.7,113865068,117281020.1,120799450.7,124423434.2,128156137.2,132000821.3,135960846,140039671.3,144240861.5,148568087.3,153025130,157615883.9,162344360.4,167214691.2,172231131.9,177398065.9,182720007.8,188201608.1,193847656.3,199663086,205652978.6,211822568,218177245,224722562.3,231464239.2,238408166.4,245560411.4
6TMAPA,,,,,,,,,,,,,,1581218.757,1628655.32,1677514.979,1727840.428,1779675.641,1833065.911,1888057.888,1944699.625,2003040.613,2063131.832,2125025.787,2188776.56,2254439.857,2322073.053,2391735.244,2463487.302,2537391.921,2613513.678,2691919.089,2772676.661,2855856.961,2941532.67,3029778.65,3120672.01,3214292.17,3310720.935,3410042.563,3512343.84,3617714.155,3726245.58,3838032.947,3953173.936,4071769.154,4193922.228,4319739.895,4449332.092,4582812.055,4720296.416,4861905.309,5007762.468
6TMATX,,,,,,,,,,,,,,1503934.97,1549053.02,1595524.61,1643390.348,1692692.059,1743472.821,1795777.005,1849650.315,1905139.825,1962294.02,2021162.84,2081797.725,2144251.657,2208579.207,2274836.583,2343081.681,2413374.131,2485775.355,2560348.616,2637159.074,2716273.846,2797762.062,2881694.924,2968145.771,3057190.144,3148905.849,3243373.024,3340674.215,3440894.441,3544121.275,3650444.913,3759958.26,3872757.008,3988939.718,4108607.91,4231866.147,4358822.131,4489586.795,4624274.399,4763002.631
6TMAVT,,,,,,,,,,,,,,3672130.831,3782294.756,3895763.599,4012636.507,4133015.602,4257006.07,4384716.252,4516257.74,4651745.472,4791297.836,4935036.772,5083087.875,5235580.511,5392647.926,5554427.364,5721060.185,5892691.991,6069472.75,6251556.933,6439103.641,6632276.75,6831245.052,7036182.404,7247267.876,7464685.912,7688626.49,7919285.284,8156863.843,8401569.758,8653616.851,8913225.357,9180622.117,9456040.781,9739722.004,10031913.66,10332871.07,10642857.21,10962142.92,11291007.21,11629737.43
6TMDAZ,,,,,,,,,,,,,,172234.932,177401.9799,182724.0393,188205.7605,193851.9333,199667.4913,205657.5161,211827.2415,218182.0588,224727.5206,231469.3462,238413.4266,245565.8293,252932.8042,260520.7884,268336.412,276386.5044,284678.0995,293218.4425,302014.9958,311075.4456,320407.709,330019.9403,339920.5385,350118.1546,360621.6993,371440.3502,382583.5608,394061.0676,405882.8996,418059.3866,430601.1682,443519.2032,456824.7793,470529.5227,484645.4084,499184.7706,514160.3138,529585.1232,545472.6769
