code,const,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40
CP,X % Coal production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NP,X % Natural gas production,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
% Natural gas demand (MMcf),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6TORNV,,,,,,,,,,,,,,1336145.883,1376230.259,1417517.167,1460042.682,1503843.962,1548959.281,1595428.06,1643290.901,1692589.628,1743367.317,1795668.337,1849538.387,1905024.539,1962175.275,2021040.533,2081671.749,2144121.901,2208445.558,2274698.925,2342939.893,2413228.09,2485624.932,2560193.68,2636999.491,2716109.475,2797592.76,2881520.543,2967966.159,3057005.144,3148715.298,3243176.757,3340472.06,3440686.221,3543906.808,3650224.012,3759730.733,3872522.655,3988698.334,4108359.284,4231610.063
6TORUT,,,,,,,,,,,,,,685615.9602,706184.439,727369.9722,749191.0714,771666.8035,794816.8076,818661.3119,843221.1512,868517.7858,894573.3193,921410.5189,949052.8345,977524.4195,1006850.152,1037055.657,1068167.326,1100212.346,1133218.717,1167215.278,1202231.736,1238298.688,1275447.649,1313711.079,1353122.411,1393716.083,1435527.566,1478593.393,1522951.195,1568639.73,1615698.922,1664169.89,1714094.987,1765517.836,1818483.371,1873037.872,1929229.009,1987105.879,2046719.055,2108120.627,2171364.246
6TORWA,,,,,,,,,,,,,,8088959.231,8331628.008,8581576.848,8839024.153,9104194.878,9377320.724,9658640.346,9948399.556,10246851.54,10554257.09,10870884.8,11197011.35,11532921.69,11878909.34,12235276.62,12602334.92,12980404.96,13369817.11,13770911.63,14184038.97,14609560.14,15047846.95,15499282.36,15964260.83,16443188.65,16936484.31,17444578.84,17967916.21,18506953.69,19062162.3,19634027.17,20223047.99,20829739.43,21454631.61,22098270.56,22761218.67,23444055.23,24147376.89,24871798.2,25617952.14
6TPAAZ,,,,,,,,,,,,,,120459.9413,124073.7395,127795.9517,131629.8303,135578.7252,139646.0869,143835.4695,148150.5336,152595.0496,157172.9011,161888.0882,166744.7308,171747.0727,176899.4849,182206.4695,187672.6635,193302.8435,199101.9288,205074.9866,211227.2362,217564.0533,224090.9749,230813.7042,237738.1153,244870.2587,252216.3665,259782.8575,267576.3432,275603.6335,283871.7425,292387.8948,301159.5316,310194.3176,319500.1471,329085.1515,338957.7061,349126.4373,359600.2304,370388.2373,381499.8844
6TPACA,,,,,,,,,,,,,,240894.6283,248121.4671,255565.1111,263232.0645,271129.0264,279262.8972,287640.7841,296270.0076,305158.1078,314312.8511,323742.2366,333454.5037,343458.1388,353761.883,364374.7395,375305.9817,386565.1611,398162.1159,410106.9794,422410.1888,435082.4945,448134.9693,461579.0184,475426.3889,489689.1806,504379.856,519511.2517,535096.5892,551149.4869,567683.9715,584714.4907,602255.9254,620323.6032,638933.3113,658101.3106,677844.3499,698179.6804,719125.0708,740698.8229,762919.7876
6TPACO,,,,,,,,,,,,,,206152.2804,212336.8488,218706.9543,225268.1629,232026.2078,238986.9941,246156.6039,253541.302,261147.5411,268981.9673,277051.4263,285362.9691,293923.8582,302741.5739,311823.8211,321178.5358,330813.8918,340738.3086,350960.4579,361489.2716,372333.9497,383503.9682,395009.0873,406859.3599,419065.1407,431637.0949,444586.2078,457923.794,471661.5078,485811.3531,500385.6937,515397.2645,530859.1824,546784.9579,563188.5066,580084.1618,597486.6867,615411.2873,633873.6259,652889.8346
6TPADE,,,,,,,,,,,,,,1687513.376,1738138.777,1790282.94,1843991.429,1899311.172,1956290.507,2014979.222,2075428.599,2137691.457,2201822.2,2267876.866,2335913.172,2405990.567,2478170.284,2552515.393,2629090.855,2707963.58,2789202.488,2872878.562,2959064.919,3047836.867,3139271.973,3233450.132,3330453.636,3430367.245,3533278.262,3639276.61,3748454.909,3860908.556,3976735.813,4096037.887,4218919.024,4345486.594,4475851.192,4610126.728,4748430.53,4890883.446,5037609.949,5188738.247,5344400.395
6TPAFL,,,,,,,,,,,,,,2102383.926,2165455.444,2230419.107,2297331.681,2366251.631,2437239.18,2510356.355,2585667.046,2663237.057,2743134.169,2825428.194,2910191.04,2997496.771,3087421.674,3180044.324,3275445.654,3373709.024,3474920.295,3579167.903,3686542.94,3797139.229,3911053.406,4028385.008,4149236.558,4273713.655,4401925.064,4533982.816,4670002.301,4810102.37,4954405.441,5103037.604,5256128.732,5413812.594,5576226.972,5743513.781,5915819.195,6093293.77,6276092.584,6464375.361,6658306.622
6TPAGA,,,,,,,,,,,,,,298547.1771,307503.5924,316728.7002,326230.5612,336017.478,346098.0023,356480.9424,367175.3707,378190.6318,389536.3508,401222.4413,413259.1145,425656.888,438426.5946,451579.3924,465126.7742,479080.5774,493452.9948,508256.5846,523504.2821,539209.4106,555385.6929,572047.2637,589208.6816,606884.9421,625091.4903,643844.235,663159.5621,683054.3489,703545.9794,724652.3588,746391.9296,768783.6875,791847.1981,815602.614,840070.6924,865272.8132,891230.9976,917967.9275,945506.9654
6TPAIL,,,,,,,,,,,,,,359377.4307,370158.7536,381263.5162,392701.4217,404482.4643,416616.9382,429115.4464,441988.9098,455248.5771,468906.0344,482973.2154,497462.4119,512386.2842,527757.8728,543590.609,559898.3272,576695.277,593996.1354,611816.0194,630170.5,649075.615,668547.8834,688604.3199,709262.4495,730540.323,752456.5327,775030.2287,798281.1356,822229.5696,846896.4567,872303.3504,898472.4509,925426.6245,953189.4232,981785.1059,1011238.659,1041575.819,1072823.093,1105007.786,1138158.02
6TPAMA,,,,,,,,,,,,,,1030333.531,1061243.537,1093080.843,1125873.268,1159649.466,1194438.95,1230272.119,1267180.282,1305195.691,1344351.562,1384682.108,1426222.572,1469009.249,1513079.526,1558471.912,1605226.069,1653382.851,1702984.337,1754073.867,1806696.083,1860896.966,1916723.875,1974225.591,2033452.359,2094455.929,2157289.607,2222008.295,2288668.544,2357328.601,2428048.459,2500889.912,2575916.61,2653194.108,2732789.931,2814773.629,2899216.838,2986193.343,3075779.144,3168052.518,3263094.093
6TPAMD,,,,,,,,,,,,,,38758469.35,39921223.43,41118860.13,42352425.93,43622998.71,44931688.67,46279639.33,47668028.51,49098069.37,50571011.45,52088141.79,53650786.05,55260309.63,56918118.92,58625662.49,60384432.36,62195965.33,64061844.29,65983699.62,67963210.61,70002106.93,72102170.13,74265235.24,76493192.29,78787988.06,81151627.71,83586176.54,86093761.83,88676574.69,91336871.93,94076978.09,96899287.43,99806266.05,102800454,105884467.7,109061001.7,112332831.7,115702816.7,119173901.2,122749118.2
6TPAMI,,,,,,,,,,,,,,1264873.834,1302820.049,1341904.651,1382161.79,1423626.644,1466335.443,1510325.507,1555635.272,1602304.33,1650373.46,1699884.664,1750881.204,1803407.64,1857509.869,1913235.165,1970632.22,2029751.186,2090643.722,2153363.034,2217963.925,2284502.842,2353037.928,2423629.066,2496337.938,2571228.076,2648364.918,2727815.865,2809650.341,2893939.852,2980758.047,3070180.789,3162286.212,3257154.799,3354869.443,3455515.526,3559180.992,3665956.421,3775935.114,3889213.168,4005889.563
6TPAMN,,,,,,,,,,,,,,113626.7386,117035.5407,120546.607,124163.0052,127887.8953,131724.5322,135676.2681,139746.5562,143938.9529,148257.1215,152704.8351,157285.9802,162004.5596,166864.6964,171870.6372,177026.7564,182337.5591,187807.6858,193441.9164,199245.1739,205222.5291,211379.205,217720.5811,224252.1986,230979.7645,237909.1575,245046.4322,252397.8251,259969.7599,267768.8527,275801.9183,284075.9758,292598.2551,301376.2028,310417.4888,319730.0135,329321.9139,339201.5713,349377.6185,359858.947
6TPANC,,,,,,,,,,,,,,1174406.854,1209639.06,1245928.232,1283306.079,1321805.261,1361459.419,1402303.201,1444372.298,1487703.466,1532334.57,1578304.608,1625653.746,1674423.358,1724656.059,1776395.741,1829687.613,1884578.241,1941115.589,1999349.056,2059329.528,2121109.414,2184742.696,2250284.977,2317793.526,2387327.332,2458947.152,2532715.567,2608697.034,2686957.945,2767566.683,2850593.683,2936111.494,3024194.839,3114920.684,3208368.304,3304619.354,3403757.934,3505870.672,3611046.792,3719378.196
6TPANJ,,,,,,,,,,,,,,43734209.52,45046235.81,46397622.88,47789551.57,49223238.12,50699935.26,52220933.32,53787561.32,55401188.16,57063223.8,58775120.52,60538374.13,62354525.36,64225161.12,66151915.95,68136473.43,70180567.63,72285984.66,74454564.2,76688201.13,78988847.16,81358512.57,83799267.95,86313245.99,88902643.37,91569722.67,94316814.35,97146318.78,100060708.3,103062529.6,106154405.5,109339037.6,112619208.8,115997785,119477718.6,123062050.1,126753911.7,130556529,134473224.9,138507421.6
6TPANV,,,,,,,,,,,,,,145807.1475,150181.3619,154686.8028,159327.4069,164107.2291,169030.446,174101.3593,179324.4001,184704.1321,190245.2561,195952.6138,201831.1922,207886.1279,214122.7118,220546.3931,227162.7849,233977.6685,240996.9985,248226.9085,255673.7157,263343.9272,271244.245,279381.5724,287763.0196,296395.9101,305287.7875,314446.4211,323879.8137,333596.2081,343604.0944,353912.2172,364529.5837,375465.4712,386729.4354,398331.3184,410281.258,422589.6957,435267.3866,448325.4082,461775.1704
6TPANY,,,,,,,,,,,,,,53598507.25,55206462.46,56862656.34,58568536.03,60325592.11,62135359.87,63999420.67,65919403.29,67896985.39,69933894.95,72031911.8,74192869.15,76418655.23,78711214.88,81072551.33,83504727.87,86009869.7,88590165.8,91247870.77,93985306.89,96804866.1,99709012.08,102700282.4,105781290.9,108954729.6,112223371.5,115590072.7,119057774.9,122629508.1,126308393.4,130097645.2,134000574.5,138020591.7,142161209.5,146426045.8,150818827.2,155343392,160003693.7,164803804.5,169747918.7
6TPAOH,,,,,,,,,,,,,,4340284.911,4470493.459,4604608.262,4742746.51,4885028.906,5031579.773,5182527.166,5338002.981,5498143.07,5663087.363,5832979.983,6007969.383,6188208.464,6373854.718,6565070.36,6762022.471,6964883.145,7173829.639,7389044.528,7610715.864,7839037.34,8074208.46,8316434.714,8565927.755,8822905.588,9087592.756,9360220.538,9641027.155,9930257.969,10228165.71,10535010.68,10851061,11176592.83,11511890.61,11857247.33,12212964.75,12579353.7,12956734.31,13345436.34,13745799.43
6TPATX,,,,,,,,,,,,,,352500.3913,363075.403,373967.6651,385186.6951,396742.2959,408644.5648,420903.9017,433531.0188,446536.9493,459933.0578,473731.0496,487942.981,502581.2705,517658.7086,533188.4698,549184.1239,565659.6477,582629.4371,600108.3202,618111.5698,636654.9169,655754.5644,675427.2013,695690.0174,716560.7179,738057.5394,760199.2656,783005.2436,806495.4009,830690.2629,855610.9708,881279.2999,907717.6789,934949.2093,962997.6856,991887.6162,1021644.245,1052293.572,1083862.379,1116378.251
6TPAWA,,,,,,,,,,,,,,44331.27638,45661.21467,47031.05111,48441.98264,49895.24212,51392.09938,52933.86236,54521.87824,56157.53458,57842.26062,59577.52844,61364.85429,63205.79992,65101.97392,67055.03314,69066.68413,71138.68465,73272.84519,75471.03055,77735.16147,80067.21631,82469.2328,84943.30978,87491.60908,90116.35735,92819.84807,95604.44351,98472.57682,101426.7541,104469.5567,107603.6434,110831.7528,114156.7053,117581.4065,121108.8487,124742.1141,128484.3776,132338.9089,136309.0762,140398.3485
6TPAWV,,,,,,,,,,,,,,5373250.763,5534448.286,5700481.734,5871496.186,6047641.072,6229070.304,6415942.413,6608420.686,6806673.306,7010873.505,7221199.711,7437835.702,7660970.773,7890799.896,8127523.893,8371349.61,8622490.098,8881164.801,9147599.745,9422027.738,9704688.57,9995829.227,10295704.1,10604575.23,10922712.48,11250393.86,11587905.67,11935542.84,12293609.13,12662417.4,13042289.93,13433558.62,13836565.38,14251662.34,14679212.21,15119588.58,15573176.24,16040371.52,16521582.67,17017230.15
6TSCGA,,,,,,,,,,,,,,10825679.89,11150450.29,11484963.79,11829512.71,12184398.09,12549930.03,12926427.93,13314220.77,13713647.39,14125056.82,14548808.52,14985272.78,15434830.96,15897875.89,16374812.16,16866056.53,17372038.23,17893199.37,18429995.35,18982895.21,19552382.07,20138953.53,20743122.14,21365415.8,22006378.28,22666569.63,23346566.71,24046963.72,24768372.63,25511423.81,26276766.52,27065069.52,27877021.6,28713332.25,29574732.22,30461974.18,31375833.41,32317108.41,33286621.66,34285220.31
6TSCNC,,,,,,,,,,,,,,14075807.51,14498081.73,14933024.18,15381014.91,15842445.35,16317718.72,16807250.28,17311467.79,17830811.82,18365736.17,18916708.26,19484209.51,20068735.79,20670797.87,21290921.8,21929649.46,22587538.94,23265165.11,23963120.06,24682013.66,25422474.07,26185148.29,26970702.74,27779823.83,28613218.54,29471615.1,30355763.55,31266436.46,32204429.55,33170562.44,34165679.31,35190649.69,36246369.18,37333760.25,38453773.06,39607386.25,40795607.84,42019476.08,43280060.36,44578462.17
6TTNAL,,,,,,,,,,,,,,5800551.65,5974568.199,6153805.245,6338419.403,6528571.985,6724429.144,6926162.018,7133946.879,7347965.285,7568404.244,7795456.371,8029320.062,8270199.664,8518305.654,8773854.824,9037070.469,9308182.583,9587428.06,9875050.902,10171302.43,10476441.5,10790734.75,11114456.79,11447890.49,11791327.21,12145067.02,12509419.03,12884701.61,13271242.65,13669379.93,14079461.33,14501845.17,14936900.53,15385007.54,15846557.77,16321954.5,16811613.14,17315961.53,17835440.38,18370503.59
6TTNAR,,,,,,,,,,,,,,1051182.83,1082718.315,1115199.865,1148655.861,1183115.536,1218609.003,1255167.273,1292822.291,1331606.959,1371555.168,1412701.823,1455082.878,1498735.364,1543697.425,1590008.348,1637708.599,1686839.856,1737445.052,1789568.404,1843255.456,1898553.12,1955509.713,2014175.004,2074600.255,2136838.262,2200943.41,2266971.712,2334980.864,2405030.29,2477181.198,2551496.634,2628041.533,2706882.779,2788089.263,2871731.941,2957883.899,3046620.416,3138019.028,3232159.599,3329124.387
6TTNGA,,,,,,,,,,,,,,1979403.756,2038785.869,2099949.445,2162947.928,2227836.366,2294671.457,2363511.601,2434416.949,2507449.457,2582672.941,2660153.129,2739957.723,2822156.455,2906821.149,2994025.783,3083846.556,3176361.953,3271652.812,3369802.396,3470896.468,3575023.362,3682274.063,3792742.285,3906524.553,4023720.29,4144431.899,4268764.856,4396827.801,4528732.635,4664594.614,4804532.453,4948668.426,5097128.479,5250042.333,5407543.603,5569769.912,5736863.009,5908968.899,6086237.966,6268825.105
6TTNKY,,,,,,,,,,,,,,5925939.653,6103717.842,6286829.378,6475434.259,6669697.287,6869788.205,7075881.852,7288158.307,7506803.056,7732007.148,7963967.362,8202886.383,8448972.975,8702442.164,8963515.429,9232420.892,9509393.519,9794675.324,10088515.58,10391171.05,10702906.18,11023993.37,11354713.17,11695354.56,12046215.2,12407601.66,12779829.71,13163224.6,13558121.34,13964864.98,14383810.93,14815325.25,15259785.01,15717578.56,16189105.92,16674779.1,17175022.47,17690273.14,18220981.34,18767610.78
6TTNMO,,,,,,,,,,,,,,752652.8742,775232.4604,798489.4342,822444.1173,847117.4408,872530.964,898706.8929,925668.0997,953438.1427,982041.287,1011502.526,1041847.601,1073103.029,1105296.12,1138455.004,1172608.654,1207786.914,1244020.521,1281341.137,1319781.371,1359374.812,1400156.056,1442160.738,1485425.56,1529988.327,1575887.977,1623164.616,1671859.554,1722015.341,1773675.801,1826886.075,1881692.658,1938143.437,1996287.74,2056176.373,2117861.664,2181397.514,2246839.439,2314244.622,2383671.961
6TTNMS,,,,,,,,,,,,,,936046.0943,964127.4771,993051.3014,1022842.84,1053528.126,1085133.969,1117687.989,1151218.628,1185755.187,1221327.843,1257967.678,1295706.708,1334577.909,1374615.247,1415853.704,1458329.315,1502079.195,1547141.571,1593555.818,1641362.492,1690603.367,1741321.468,1793561.112,1847367.945,1902788.984,1959872.653,2018668.833,2079228.898,2141605.765,2205853.938,2272029.556,2340190.443,2410396.156,2482708.041,2557189.282,2633904.96,2712922.109,2794309.772,2878139.065,2964483.237
6TTNNC,,,,,,,,,,,,,,916806.4474,944310.6408,972639.96,1001819.159,1031873.734,1062829.946,1094714.844,1127556.289,1161382.978,1196224.467,1232111.201,1269074.537,1307146.773,1346361.177,1386752.012,1428354.572,1471205.209,1515341.366,1560801.607,1607625.655,1655854.425,1705530.057,1756695.959,1809396.838,1863678.743,1919589.105,1977176.778,2036492.082,2097586.844,2160514.45,2225329.883,2292089.78,2360852.473,2431678.047,2504628.388,2579767.24,2657160.257,2736875.065,2818981.317,2903550.757
6TTNVA,,,,,,,,,,,,,,1389795.685,1431489.555,1474434.242,1518667.269,1564227.287,1611154.106,1659488.729,1709273.391,1760551.593,1813368.14,1867769.185,1923802.26,1981516.328,2040961.818,2102190.672,2165256.392,2230214.084,2297120.507,2366034.122,2437015.146,2510125.6,2585429.368,2662992.249,2742882.017,2825168.477,2909923.531,2997221.237,3087137.874,3179752.011,3275144.571,3373398.908,3474600.875,3578838.902,3686204.069,3796790.191,3910693.896,4028014.713,4148855.155,4273320.809,4401520.434
6TTXAR,,,,,,,,,,,,,,398395.2821,410347.1406,422657.5548,435337.2814,448397.3999,461849.3219,475704.8015,489975.9456,504675.224,519815.4807,535409.9451,551472.2434,568016.4107,585056.9031,602608.6102,620686.8685,639307.4745,658486.6988,678241.2997,698588.5387,719546.1949,741132.5807,763366.5581,786267.5549,809855.5815,834151.249,859175.7864,884951.06,911499.5918,938844.5796,967009.917,996020.2145,1025900.821,1056677.846,1088378.181,1121029.526,1154660.412,1189300.225,1224979.231,1261728.608
6TTXAZ,,,,,,,,,,,,,,90599.50736,93317.49258,96117.01736,99000.52788,101970.5437,105029.66,108180.5498,111425.9663,114768.7453,118211.8077,121758.1619,125410.9068,129173.234,133048.431,137039.8839,141151.0804,145385.6128,149747.1812,154239.5967,158866.7846,163632.7881,168541.7717,173598.0249,178805.9656,184170.1446,189695.249,195386.1064,201247.6896,207285.1203,213503.6739,219908.7841,226506.0477,233301.2291,240300.266,247509.2739,254934.5521,262582.5887,270460.0664,278573.8684,286931.0844
6TTXCA,,,,,,,,,,,,,,899655.4663,926645.1303,954444.4842,983077.8187,1012570.153,1042947.258,1074235.676,1106462.746,1139656.628,1173846.327,1209061.717,1245333.568,1282693.575,1321174.383,1360809.614,1401633.903,1443682.92,1486993.407,1531603.21,1577551.306,1624877.845,1673624.18,1723832.906,1775547.893,1828814.33,1883678.76,1940189.122,1998394.796,2058346.64,2120097.039,2183699.95,2249210.949,2316687.277,2386187.896,2457773.532,2531506.738,2607451.941,2685675.499,2766245.764,2849233.137
6TTXCO,,,,,,,,,,,,,,487853.114,502488.7074,517563.3686,533090.2697,549082.9777,565555.4671,582522.1311,599997.795,617997.7289,636537.6607,655633.7906,675302.8043,695561.8884,716428.7451,737921.6074,760059.2556,782861.0333,806346.8643,830537.2702,855453.3883,881116.99,907550.4997,934777.0147,962820.3251,991704.9349,1021456.083,1052099.765,1083662.758,1116172.641,1149657.82,1184147.555,1219671.982,1256262.141,1293950.005,1332768.505,1372751.561,1413934.107,1456352.131,1500042.695,1545043.975
6TTXFL,,,,,,,,,,,,,,663331.1222,683231.0559,703727.9876,724839.8272,746585.022,768982.5727,792052.0499,815813.6114,840288.0197,865496.6603,891461.5601,918205.4069,945751.5691,974124.1162,1003347.84,1033448.275,1064451.723,1096385.275,1129276.833,1163155.138,1198049.792,1233991.286,1271011.025,1309141.355,1348415.596,1388868.064,1430534.106,1473450.129,1517653.633,1563183.242,1610078.739,1658381.101,1708132.534,1759376.51,1812157.806,1866522.54,1922518.216,1980193.762,2039599.575,2100787.562
6TTXGA,,,,,,,,,,,,,,542544.6108,558820.9491,575585.5776,592853.1449,610638.7393,628957.9015,647826.6385,667261.4377,687279.2808,707897.6592,729134.589,751008.6267,773538.8855,796745.052,820647.4036,845266.8257,870624.8305,896743.5754,923645.8826,951355.2591,979895.9169,1009292.794,1039571.578,1070758.726,1102881.487,1135967.932,1170046.97,1205148.379,1241302.83,1278541.915,1316898.173,1356405.118,1397097.272,1439010.19,1482180.495,1526645.91,1572445.288,1619618.646,1668207.206,1718253.422
6TTXIL,,,,,,,,,,,,,,150068.2931,154570.3419,159207.4522,163983.6757,168903.186,173970.2816,179189.39,184565.0717,190102.0239,195805.0846,201679.2371,207729.6142,213961.5027,220380.3477,226991.7582,233801.5109,240815.5562,248040.0229,255481.2236,263145.6603,271040.0301,279171.231,287546.368,296172.759,305057.9418,314209.68,323635.9704,333345.0496,343345.401,353645.7631,364255.136,375182.79,386438.2737,398031.422,409972.3646,422271.5356,434939.6816,447987.8721,461427.5082,475270.3335
