from,to,const,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
CPVT,7TVT,0.2,,,,,,,,,,,,
CPVA,7TVA,0.2,,,,,,,,,,,,
CPWA,7TWA,0.2,,,,,,,,,,,,
CPWV,7TWV,0.2,,,,,,,,,,,,
CPWI,7TWI,0.2,,,,,,,,,,,,
CPWY,7TWY,0.2,,,,,,,,,,,,
CPAL,8TAL,0.2,,,,,,,,,,,,
CPAZ,8TAZ,0.2,,,,,,,,,,,,
CPAR,8TAR,0.2,,,,,,,,,,,,
CPCA,8TCA,0.2,,,,,,,,,,,,
CPCO,8TCO,0.2,,,,,,,,,,,,
CPCT,8TCT,0.2,,,,,,,,,,,,
CPDE,8TDE,0.2,,,,,,,,,,,,
CPFL,8TFL,0.2,,,,,,,,,,,,
CPGA,8TGA,0.2,,,,,,,,,,,,
CPID,8TID,0.2,,,,,,,,,,,,
CPIL,8TIL,0.2,,,,,,,,,,,,
CPIN,8TIN,0.2,,,,,,,,,,,,
CPIA,8TIA,0.2,,,,,,,,,,,,
CPKS,8TKS,0.2,,,,,,,,,,,,
CPKY,8TKY,0.2,,,,,,,,,,,,
CPLA,8TLA,0.2,,,,,,,,,,,,
CPME,8TME,0.2,,,,,,,,,,,,
CPMD,8TMD,0.2,,,,,,,,,,,,
CPMA,8TMA,0.2,,,,,,,,,,,,
CPMI,8TMI,0.2,,,,,,,,,,,,
CPMN,8TMN,0.2,,,,,,,,,,,,
CPMS,8TMS,0.2,,,,,,,,,,,,
CPMO,8TMO,0.2,,,,,,,,,,,,
CPMT,8TMT,0.2,,,,,,,,,,,,
CPNE,8TNE,0.2,,,,,,,,,,,,
CPNV,8TNV,0.2,,,,,,,,,,,,
CPNH,8TNH,0.2,,,,,,,,,,,,
CPNJ,8TNJ,0.2,,,,,,,,,,,,
CPNM,8TNM,0.2,,,,,,,,,,,,
CPNY,8TNY,0.2,,,,,,,,,,,,
CPNC,8TNC,0.2,,,,,,,,,,,,
CPND,8TND,0.2,,,,,,,,,,,,
CPOH,8TOH,0.2,,,,,,,,,,,,
CPOK,8TOK,0.2,,,,,,,,,,,,
CPOR,8TOR,0.2,,,,,,,,,,,,
CPPA,8TPA,0.2,,,,,,,,,,,,
CPRI,8TRI,0.2,,,,,,,,,,,,
CPSC,8TSC,0.2,,,,,,,,,,,,
CPSD,8TSD,0.2,,,,,,,,,,,,
CPTN,8TTN,0.2,,,,,,,,,,,,
CPTX,8TTX,0.2,,,,,,,,,,,,
CPUT,8TUT,0.2,,,,,,,,,,,,
CPVT,8TVT,0.2,,,,,,,,,,,,
CPVA,8TVA,0.2,,,,,,,,,,,,
CPWA,8TWA,0.2,,,,,,,,,,,,
CPWV,8TWV,0.2,,,,,,,,,,,,
CPWI,8TWI,0.2,,,,,,,,,,,,
CPWY,8TWY,0.2,,,,,,,,,,,,
CPAL,9TAL,0.2,,,,,,,,,,,,
CPAZ,9TAZ,0.2,,,,,,,,,,,,
CPAR,9TAR,0.2,,,,,,,,,,,,
CPCA,9TCA,0.2,,,,,,,,,,,,
CPCO,9TCO,0.2,,,,,,,,,,,,
CPCT,9TCT,0.2,,,,,,,,,,,,
CPDE,9TDE,0.2,,,,,,,,,,,,
CPFL,9TFL,0.2,,,,,,,,,,,,
CPGA,9TGA,0.2,,,,,,,,,,,,
CPID,9TID,0.2,,,,,,,,,,,,
CPIL,9TIL,0.2,,,,,,,,,,,,
CPIN,9TIN,0.2,,,,,,,,,,,,
CPIA,9TIA,0.2,,,,,,,,,,,,
CPKS,9TKS,0.2,,,,,,,,,,,,
CPKY,9TKY,0.2,,,,,,,,,,,,
CPLA,9TLA,0.2,,,,,,,,,,,,
CPME,9TME,0.2,,,,,,,,,,,,
CPMD,9TMD,0.2,,,,,,,,,,,,
CPMA,9TMA,0.2,,,,,,,,,,,,
CPMI,9TMI,0.2,,,,,,,,,,,,
CPMN,9TMN,0.2,,,,,,,,,,,,
CPMS,9TMS,0.2,,,,,,,,,,,,
CPMO,9TMO,0.2,,,,,,,,,,,,
CPMT,9TMT,0.2,,,,,,,,,,,,
CPNE,9TNE,0.2,,,,,,,,,,,,
CPNV,9TNV,0.2,,,,,,,,,,,,
CPNH,9TNH,0.2,,,,,,,,,,,,
CPNJ,9TNJ,0.2,,,,,,,,,,,,
CPNM,9TNM,0.2,,,,,,,,,,,,
CPNY,9TNY,0.2,,,,,,,,,,,,
CPNC,9TNC,0.2,,,,,,,,,,,,
CPND,9TND,0.2,,,,,,,,,,,,
CPOH,9TOH,0.2,,,,,,,,,,,,
CPOK,9TOK,0.2,,,,,,,,,,,,
CPOR,9TOR,0.2,,,,,,,,,,,,
CPPA,9TPA,0.2,,,,,,,,,,,,
CPRI,9TRI,0.2,,,,,,,,,,,,
CPSC,9TSC,0.2,,,,,,,,,,,,
CPSD,9TSD,0.2,,,,,,,,,,,,
CPTN,9TTN,0.2,,,,,,,,,,,,
CPTX,9TTX,0.2,,,,,,,,,,,,
CPUT,9TUT,0.2,,,,,,,,,,,,
CPVT,9TVT,0.2,,,,,,,,,,,,
CPVA,9TVA,0.2,,,,,,,,,,,,
CPWA,9TWA,0.2,,,,,,,,,,,,
CPWV,9TWV,0.2,,,,,,,,,,,,
CPWI,9TWI,0.2,,,,,,,,,,,,
CPWY,9TWY,0.2,,,,,,,,,,,,
